Feat_1,Feat_2,Feat_3,Feat_4,Feat_5,Feat_6,Feat_7,Feat_8,Feat_9,Feat_10,Feat_11,Feat_12,Feat_13,Feat_14,Feat_15,Feat_16,Feat_17,Feat_18,Feat_19,Feat_20,Feat_21,Feat_22,Feat_23,Feat_24,Feat_25,Feat_26,Feat_27,Feat_28,Feat_29,Feat_30,Feat_31,Feat_32,Feat_33,Feat_34,Feat_35,Feat_36,Feat_37,Feat_38,Feat_39,Feat_40,Feat_41,Feat_42,Feat_43,Feat_44,Feat_45,Feat_46,Feat_47,Feat_48,Feat_49,Feat_50,Feat_51,Feat_52,Feat_53,Feat_54,Feat_55,Feat_56,Feat_57,Feat_58,Feat_59,Feat_60,Feat_61,Feat_62,Feat_63,Feat_64,Feat_65,Feat_66,Feat_67,Feat_68,Feat_69,Feat_70,Feat_71,Feat_72,Feat_73,Feat_74,Feat_75,Feat_76,Feat_77,Feat_78,Feat_79,Feat_80,Feat_81,Feat_82,Feat_83,Feat_84,Feat_85,Feat_86,Feat_87,Feat_88,Feat_89,Feat_90,Feat_91,Feat_92,Feat_93,Feat_94,Feat_95,Feat_96,Feat_97,Feat_98,Feat_99,Feat_100,Feat_101,Feat_102,Feat_103,Feat_104,Feat_105,Feat_106,Feat_107,Feat_108,Feat_109,Feat_110,Feat_111,Feat_112,Feat_113,Feat_114,Feat_115,Feat_116,Feat_117,Feat_118,Feat_119,Feat_120,Feat_121,Feat_122,Feat_123,Feat_124,Feat_125,Feat_126,Feat_127,Feat_128,Class,Run
47.864,40.833,37.482,34.887,31.303,29.569,29.251,28.211,27.875,28.997,30.241,32.347,36.462,42.95,53.042,62.609,72.273,94.844,143.1,229.55,290.97,230.03,159.77,129.75,129.8,160.16,233.44,358.84,424.99,314.53,191.85,118.64,77.939,57.048,44.586,35.078,29.232,26.598,24.405,23.645,26.579,33.18,36.385,28.961,22.014,17.647,15.264,14.893,15.108,14.992,13.97,12.83,11.795,11.262,11.258,11.061,10.97,11.283,11.617,11.855,12.318,13.013,14.053,16.235,20.221,22.7,20.463,17.924,16.368,15.39,14.754,14.117,13.699,13.545,13.394,13.505,13.983,14.45,15.31,16.667,18.116,20.103,22.869,26.017,30.019,35.446,41.907,50.333,61.525,76.063,95.561,122.27,159.37,211.24,278.87,359.77,441.56,487.23,468.48,405.58,336.21,273.8,220.11,180.75,153.7,131.82,113.84,102.02,93.132,84.947,79.129,75.56,72.349,69.845,68.975,68.848,68.938,70.313,72.756,75.687,79.951,85.827,93.022,102.29,114.34,129.53,147.83,171.01,2,1
45.893,41.595,38.296,33.6,30.824,30.308,28.722,27.638,28.187,28.758,29.75,32.302,36.226,42.626,52.573,61.356,71.043,93.806,142.18,223.11,262.91,201.56,147.89,131.07,146.31,199.73,310.09,443.56,411.91,263.75,158.77,99.968,69.516,53.425,41.058,32.764,29.067,25.854,23.339,23.692,26.654,32.464,35.955,29.306,21.756,17.315,15.607,15.028,14.765,15.003,14.139,12.697,11.72,11.529,11.268,10.95,11.113,11.368,11.484,11.755,12.225,12.752,13.781,16.012,19.897,22.119,19.743,17.292,15.888,15.102,14.557,14.134,13.84,13.568,13.476,13.735,14.068,14.563,15.741,16.908,18.551,20.93,23.665,27.3,31.778,37.448,44.797,54.329,66.924,83.356,106.26,137.46,180.42,237.14,306.13,382.13,434.09,439.32,397.37,337.44,277.41,222.48,183.53,157.21,136.2,118.71,106.33,96.96,89.102,83.186,79.811,76.917,74.59,74.263,74.64,75.598,77.854,81.51,85.641,91.968,100.12,110.01,123.2,139.52,159.66,184.64,214.52,250.28,2,1
45.777,41.904,37.77,33.085,31.218,30.196,28.295,27.653,28.276,28.569,29.723,32.371,36.259,42.795,52.879,61.851,71.87,95.116,144.52,226.81,265.53,204.22,151.54,137.78,159.7,224.68,343.57,430.55,342.93,215.11,132.55,87.157,63.963,49.436,38.083,31.726,28.413,24.862,22.996,23.595,26.13,31.695,35.49,28.796,21.263,17.296,15.709,14.657,14.145,14.388,13.656,12.345,11.781,11.623,11.293,11.1,11.297,11.451,11.54,11.831,12.252,12.733,13.803,15.952,19.79,22.073,19.821,17.435,16.043,15.262,14.715,14.478,14.487,14.67,15.346,16.528,18.045,20.385,23.738,27.888,33.691,41.554,51.476,64.308,80.585,99.035,117.7,132.44,139.27,137.77,129.32,117.94,106.67,96.633,88.023,81.372,76.274,72.521,70.115,68.732,68.511,69.324,71.166,74.33,78.668,84.528,92.289,102.26,115.09,131.7,152.93,181.38,219.69,269.35,334.05,421.41,527.18,622.38,679.72,667.44,595.23,483.06,370.89,288.84,231.75,183.26,143.59,119.87,2,1
46.676,40.623,36.803,33.933,31.901,29.482,28.267,28.396,28,28.333,30.078,32.392,36.149,42.896,52.9,62.06,72.093,95.619,145.42,227.65,265.46,203.49,151.78,141.04,165.58,234.98,354.24,417.68,316.14,194.48,122.49,85.29,62.434,47.085,38.307,33.087,28.012,24.881,24.149,24.006,25.834,32.27,36.294,28.942,21.877,18.523,16.255,14.957,15.071,15.161,14.123,13.347,13.053,12.575,12.287,12.433,12.53,12.642,13.014,13.297,13.463,13.896,14.859,16.895,20.955,23.622,20.867,17.708,15.879,14.876,14.527,14.638,15.095,16.273,18.1,20.506,24.052,28.944,35.03,42.799,52.085,61.708,70.375,76.426,78.176,76.279,71.989,66.857,61.671,57.169,53.559,50.64,48.734,47.718,47.211,47.448,48.458,49.917,52.083,55.264,59.106,64.035,70.513,78.427,88.484,101.25,117.5,139.16,167.04,203.4,254.58,327.07,420.42,540.85,689.06,815.93,836.25,736.06,592.06,465.07,354.54,265.59,206.99,170.1,136.82,109.58,93.784,81.746,2,1
48.072,42.012,36.071,33.673,32.002,29.266,28.114,28.255,27.906,28.264,30.036,32.327,36.183,42.986,53.056,62.45,72.744,96.649,147.35,230.39,267.78,205.14,154.56,146.6,176.67,253.22,363.91,382.86,272.62,169.67,109.91,78.462,58.533,44.756,37.231,32.388,27.626,24.831,24.016,23.867,25.774,32.018,35.906,28.918,22.02,18.669,16.489,15.046,15.035,14.979,14.225,13.698,13.541,13.069,12.871,13.016,13.148,13.377,13.704,13.949,14.064,14.387,15.205,17.155,21.209,23.882,21.091,17.908,16.292,15.819,16.299,17.604,19.627,22.553,26.285,30.181,33.918,36.917,38.365,38.423,37.549,35.98,34.167,32.538,31.082,29.764,29.061,28.613,28.246,28.529,29.135,29.739,31.093,32.809,34.658,37.355,40.595,44.246,48.966,54.807,61.648,70.252,80.836,94.388,112.13,133.96,163.94,207.44,264.46,342.69,460.76,625.03,810.82,943.39,945.87,824.08,641.52,468.58,343.31,266.01,210.13,161.99,129.7,111.55,93.166,76.239,67.441,60.424,2,1
47.951,42.578,36.435,33.664,32.266,29.578,28.35,28.624,28.407,28.74,30.697,33.291,37.55,45.296,56.175,64.642,74.679,99.349,151.47,233.85,263.14,200.07,153.44,148.65,182.5,263.76,372.69,376.32,263.12,164.99,107.62,77.339,58.994,45.527,37.796,33.259,28.573,25.512,24.778,24.574,26.124,32.179,36.821,30.195,23.114,19.869,17.71,16.278,16.129,16.262,15.389,14.639,14.316,13.801,13.343,13.388,13.481,13.418,13.402,13.289,13.074,13.181,13.925,15.871,19.888,22.697,19.483,16.181,14.749,14.557,15.3,16.797,18.848,21.468,24.42,27.044,29.128,30.547,31.119,31.069,30.86,30.271,29.548,29.052,28.627,28.106,28.044,28.156,28.217,28.78,29.598,30.435,31.929,33.9,36.01,38.914,42.583,46.701,51.919,58.373,66.28,76.064,88.251,104.34,125.37,152.3,189.19,243.27,318.17,418.54,564.53,758.13,934.71,978.62,862.79,689.07,528.04,387.3,286.38,224.5,182.48,143.53,115.73,100.97,86.288,71.458,63.045,57.469,2,1
47.099,40.484,37.994,34.252,30.875,29.904,29.024,27.854,28.119,29.166,30.233,32.787,37.282,44.441,55.218,64.222,74.855,100.39,153.28,232.41,250.49,188.97,147.03,141.38,171.65,249.3,364.88,390.29,279.33,177.76,117.65,81.137,60.035,48.801,40.108,33.151,29.427,27.099,24.802,24.417,27.197,32.682,36.649,30.779,23.935,19.519,17.575,16.91,16.36,16.151,15.681,14.798,13.811,13.525,13.346,12.992,13.032,13.302,13.165,12.931,12.98,13.169,13.861,15.881,19.942,22.701,19.453,16.063,14.353,13.825,13.981,14.739,16.17,18.234,21,24.874,29.522,34.531,40.052,45.294,49.413,51.918,52.521,51.431,49.438,47.23,44.97,42.96,41.612,40.491,39.709,39.605,39.819,40.335,41.707,43.519,45.771,49.045,53.026,57.925,64.214,71.84,81.525,93.436,108.49,128.82,155.49,189.93,238.93,310.93,408.92,536.38,699.99,858.97,911.45,807.82,636.97,492.39,381.06,285.07,219.1,178.11,147.47,117.55,98.104,87.102,74.233,61.861,2,1
49.289,41.93,37.011,35.025,32.345,29.626,29.154,28.946,28.249,29.021,30.726,32.922,37.215,44.573,54.804,62.751,72.551,96.626,147.42,226.58,248.95,186.76,142.31,133.48,155.07,220.89,345.85,450.2,362.72,220.44,136.74,92.712,66.018,50.013,41.651,35.376,29.897,27.215,26.263,25.444,27.684,34.44,38.729,31.692,24.972,21.349,18.999,18.233,18.749,18.63,17.084,15.902,15.067,14.253,14.007,14.041,13.975,13.947,13.972,13.733,13.53,13.764,14.557,16.607,20.782,23.712,20.348,16.726,14.727,13.668,13.212,12.962,12.889,13.148,13.552,14.11,15.241,16.683,18.905,22.968,28.821,36.684,47.179,59.397,74.052,91.916,112.4,133.74,156.76,180.92,203.72,218.37,219.11,207.8,188.19,164.59,142.89,125.97,113.32,103.55,96.529,91.381,87.822,86.015,85.553,86.454,88.912,92.99,98.754,106.35,116.45,129.66,146.01,167.02,194.99,229.65,270.45,324.89,393.08,461.68,513.48,531.69,499.1,422.26,337.47,269.05,215.38,164.71,2,1
48.146,40.998,37.353,35.211,31.653,29.739,29.326,28.616,28.152,29.327,30.792,33.013,37.442,44.675,55.307,63.751,73.143,96.74,146.92,228.03,259.79,195.51,145.15,131.5,147.98,204.02,319.91,453.47,408.29,256.23,156.39,101.88,69.72,52.189,42.593,34.465,28.674,26.431,24.819,23.862,26.456,33.134,36.971,29.818,22.976,19.008,16.558,16.08,16.571,16.626,15.379,14.144,13.051,12.368,12.254,12.139,12.039,12.276,12.492,12.487,12.564,12.968,13.835,15.891,20.018,22.767,19.523,16.066,14.178,13.179,12.707,12.386,12.287,12.471,12.644,12.997,13.758,14.48,15.5,17.117,18.836,21.069,24.221,27.852,32.44,38.612,46.244,56.151,69.501,87.089,111.4,144.51,191.59,253.79,332.94,411.27,465.63,469.46,419.09,346.38,282.2,229.6,188.65,158.64,136.57,119.98,107.24,97.175,89.257,83.331,78.636,75.123,72.695,71.364,71.051,71.581,72.994,75.401,78.95,83.662,89.979,98.23,108.91,122.42,139.41,160.46,185.63,214.86,2,1
46.935,43.13,38.604,33.914,31.962,30.999,29.009,28.45,29.123,29.396,30.625,33.527,37.689,44.856,55.856,65.04,74.451,97.433,147.32,233.93,288.31,225.4,157.55,128.86,131.46,163.82,240.51,370.69,432.86,313.64,186.74,115.23,79.153,58.112,43.671,35.309,30.956,26.581,24.158,24.659,26.845,32.5,37.172,30.491,22.283,18.181,16.657,15.665,15.532,16.268,15.235,13.355,12.446,12.158,11.683,11.368,11.618,11.768,11.787,11.998,12.274,12.578,13.519,15.649,19.651,22.291,19.095,15.751,13.954,13.049,12.559,12.392,12.339,12.358,12.643,13.111,13.551,14.376,15.544,16.708,18.509,20.86,23.443,26.981,31.573,37.032,44.309,53.747,66.003,82.393,104.42,135.08,178.13,235.56,311.3,400.24,472.21,489.71,451.67,386.67,314.96,251.52,206.18,173.21,146.08,125.4,111.47,100.08,90.078,83.448,78.914,74.454,71.222,69.849,68.719,68.029,68.753,70.186,72.102,75.413,79.967,85.556,93.028,102.63,114.71,129.81,149.11,172.47,2,1
43.24,39.804,35.714,31.332,30.027,29.083,27.192,26.868,27.816,28.268,30.094,33.648,38.878,48.107,62.761,78.077,100.12,149.64,231.96,261.22,188.43,129.4,108.62,113.37,118.64,96.365,71.594,58.969,56.885,62.245,77.704,110.98,175.11,261.55,269.99,187.76,118.49,76.897,54.427,42.301,33.947,28.271,25.768,24.188,21.116,18.679,17.431,16.14,15.105,14.842,14.459,13.798,13.587,13.504,13.187,13.108,13.388,13.648,13.995,14.648,15.754,17.939,22.309,29.984,38.202,36.827,29.612,25.392,24.715,26.278,29.161,32.611,35.57,37.464,38.143,37.655,36.218,34.444,32.684,30.939,29.466,28.442,27.536,26.904,26.838,26.84,27.117,27.995,28.988,30.185,32.13,34.301,36.838,40.299,44.282,49.004,54.941,62.208,71.049,82.005,95.97,114.31,137.77,168.21,213.31,276.06,359.94,478.95,653.59,854.39,988.82,960.05,809.79,631.93,469.84,340.76,258.52,207.47,164.91,128.92,109.11,94.749,77.721,65.951,59.816,52.726,44.992,40.992,3,1
41.027,37.459,34.529,30.461,28.577,27.961,26.503,26.013,27.086,28.249,30.645,35.814,44.778,61.351,87.693,112.19,128.45,109.44,77.765,59.65,53.423,55.498,57.425,54.301,54.492,61.139,76.444,105.28,159.17,256.71,393.65,435.63,318.56,199.42,126.52,86.841,64.823,49.526,39.062,33.321,29.127,25.709,24.723,24.114,21.019,18.461,17.36,16.203,15.229,14.889,14.587,14.008,13.729,13.714,13.468,13.372,13.669,14.03,14.465,15.26,16.754,19.628,25.045,33.977,42.035,39.198,31.294,26.991,26.491,28.437,31.643,35.334,38.413,40.168,40.55,39.791,38.086,36.073,34.195,32.349,30.799,29.788,28.912,28.257,28.223,28.355,28.674,29.702,30.919,32.267,34.451,36.955,39.828,43.693,48.289,53.73,60.603,68.944,79.421,92.493,108.84,131.33,160.84,199.01,254.74,336.68,446.46,593.8,784.23,958.55,993.37,853,659.47,498.6,377.69,280.62,212.57,173.7,142.56,112.95,94.95,83.76,70.636,59.284,54.305,49.063,41.855,37.962,3,1
39.044,35.467,33.007,29.318,27.027,26.596,25.479,24.599,25.727,27.463,30.799,38.56,51.787,59.492,49.774,40.289,36.465,37.235,42.48,54.181,76.501,99.996,93.523,77.252,73.218,81.922,105.61,152.75,241.09,382.4,480,388.08,249.28,159.23,106.26,75.384,58.283,46.303,37.099,31.753,28.578,25.544,24.557,23.9,21.13,18.662,17.594,16.751,15.749,15.336,15.194,14.682,14.315,14.303,14.192,14.078,14.394,14.873,15.393,16.318,18.067,21.41,27.808,37.971,46.169,41.888,33.122,28.629,28.283,30.537,34.092,37.749,40.635,42.073,42.054,40.898,38.925,36.733,34.79,32.954,31.356,30.296,29.506,28.895,28.85,29.096,29.464,30.48,31.847,33.311,35.484,38.206,41.237,45.306,50.178,55.952,63.168,72.014,83.269,97.443,115.03,139.15,172.09,214.4,274.59,365.09,490.49,648.64,832.94,977.07,968.43,805.94,604.32,451.04,346.44,261.38,198.74,160.42,134.33,108.35,89.527,78.964,68.211,57.215,51.512,47.663,41.025,36.277,3,1
39.624,35.565,30.758,28.376,27.428,25.356,24.131,24.563,24.991,26.155,30.335,37.897,46.029,43.443,36.298,32.697,32.658,35.702,42.633,56.702,82.367,107.56,98.122,80.23,75.904,85.509,111.18,162.84,258.85,403.35,473.23,359.66,225.83,141.93,96.958,71.872,54.514,42.595,35.753,30.797,26.013,23.237,21.776,19.739,18.167,17.662,16.869,15.939,15.708,15.554,15.104,14.881,14.929,14.774,14.72,15.016,15.464,16.126,17.134,18.641,21.478,26.713,36.079,49.514,55.859,46.692,36.12,31.319,31.134,33.667,37.535,41.38,43.928,44.872,44.318,42.584,40.296,38.022,35.835,33.836,32.427,31.239,30.288,29.92,29.838,29.898,30.619,31.645,32.798,34.657,36.954,39.533,43.04,47.33,52.268,58.575,66.265,75.742,87.663,102.44,122.42,148.64,182.3,230.25,300.98,395.64,524.29,702.97,895.46,995.61,919.8,739.26,567.89,428.86,316.09,236.86,191.05,156.08,122.63,101.63,89.857,75.302,63.218,57.448,51.865,43.945,39.391,37.758,3,1
38.82,33.311,31.622,28.842,25.8,25.241,24.914,24.025,24.629,26.735,29.457,37.276,45.226,42.396,36.607,35.235,36.98,42.672,54.78,78.951,119.39,142.28,120.13,105.24,116.67,161.02,243.76,297.86,231.73,146.46,97.078,73.459,65.241,69.356,89.045,129.15,156.17,121.18,78.387,52.623,38.209,29.743,24.558,21.261,19.093,17.672,16.631,15.815,15.203,14.785,14.425,14.199,14.121,14.235,14.611,15.299,16.565,18.673,22.259,28.14,37.835,52.512,69.163,76.966,67.836,51.457,39.779,34.767,34.807,37.804,42.2,46.459,49.181,49.902,48.935,46.892,44.274,41.595,39.33,37.302,35.626,34.662,33.875,33.475,33.795,34.261,35.086,36.713,38.556,40.859,44.106,47.884,52.416,58.246,65.277,73.999,84.846,98.437,116.5,139.28,169.01,212.36,270.88,349.66,464.99,629.51,814.53,949.68,954.96,836.34,663.29,492.34,358.69,276.76,220.74,171.64,136.49,116.23,98.752,80.645,69.811,63.443,54.25,46.597,43.649,39.898,34.318,31.614,3,1
37.004,33.874,31.809,28.123,26.283,25.858,24.907,24.393,25.744,27.757,31.7,39.894,47,43.809,40.596,41.818,47.439,61.311,90.175,141.98,180.17,148.92,116.53,112.68,112.69,88.554,64.624,52.434,49.31,52.571,63.052,85.616,129.95,206.08,275.21,243.92,163.43,104.59,70.346,51.761,40.402,32.286,27.297,24.363,21.757,19.787,18.662,17.657,16.675,16.155,15.806,15.294,15.173,15.423,15.94,17.057,19.08,22.426,28.171,37.536,52.784,74.557,92.949,88.624,67.235,47.716,36.861,32.97,33.564,36.774,40.729,43.983,45.679,45.702,44.74,43.261,41.489,39.733,38.306,37.083,36.057,35.581,35.327,35.231,35.868,36.723,37.804,39.758,42.164,44.897,48.679,53.334,58.858,65.899,74.62,85.63,99.415,117.02,140.93,171.86,212.44,271.32,354.5,463.06,603.88,776.4,918.48,929.66,806.86,645.22,506.32,389.17,292.43,229.37,189.36,153.69,123.22,105.57,93.122,77.865,67.477,62.038,54.768,46.863,43.554,40.814,35.668,32.057,3,1
39.741,35.372,30.598,28.575,27.555,25.472,24.434,25.061,25.517,27.118,31.796,39.991,47.76,43.955,37.071,34.021,34.802,38.973,48.018,66.228,97.42,119.55,103.69,87.635,88.675,108.41,154.66,245.06,375.12,407.92,289.25,180,116.26,80.522,61.654,51.971,47.399,50.231,58.67,54.141,39.95,30.867,25.89,22.217,20.018,19.048,17.8,16.746,16.393,15.979,15.298,14.895,14.729,14.497,14.494,14.892,15.633,16.888,19.039,22.772,29.448,40.838,57.926,71.756,64.927,47.416,35.455,30.79,30.895,33.424,36.948,40.053,41.684,42.073,41.505,40.194,38.652,37.177,35.737,34.449,33.603,32.865,32.337,32.356,32.568,32.899,33.987,35.268,36.855,39.283,42.146,45.451,49.936,55.338,61.843,70.046,80.115,93.202,109.54,130.26,159.38,197.94,248.56,322.28,429.35,569,733.75,890.31,961.77,876.15,694.92,522.93,402.17,313.75,238.54,186.43,155.88,129.82,105.17,90.646,81.278,69.295,59.146,54.706,49.809,42.52,39.12,36.887,3,1
40.212,35.274,30.466,28.847,27.62,25.277,24.594,25.164,25.37,27.107,31.829,39.945,48.471,44.952,37.002,33.136,33.181,36.264,43.377,57.799,83.595,106.56,95.635,78.897,75.638,85.891,112.17,164.62,261.23,405.74,472.42,359.6,227.21,145.76,101.69,75.604,57.093,45.466,38.656,32.867,28.474,25.522,23.291,21.689,20.432,19.584,18.831,18.213,17.455,17.051,16.594,16.198,15.845,15.538,15.301,15.271,15.58,16.078,16.808,18.178,20.836,25.92,35.27,49,55.368,44.637,33.419,28.678,28.553,30.871,34.124,37.038,38.779,39.322,38.879,37.813,36.417,35.095,33.832,32.591,31.694,31.088,30.448,30.281,30.455,30.627,31.321,32.486,33.706,35.496,37.995,40.623,44.143,48.68,53.918,60.443,68.572,78.75,91.615,107.66,129.02,158.18,195.83,248.16,326.04,433.56,572.51,745.65,918.32,974.23,863.03,676.99,514.36,396.42,301.16,227.2,183.23,153.02,123.73,101.65,89.852,78.178,65.718,57.94,53.868,46.929,40.885,38.73,3,1
41.068,35.225,32.231,30.54,27.77,26.144,26.112,25.827,26.108,28.507,32.576,40.257,55.384,70.608,63.264,48.968,41.664,39.994,43.522,53.686,73.432,94.031,88.117,74.357,71.83,81.538,105.83,153.84,243.32,385.03,480.43,384.04,243.6,156.9,108.49,78.098,58.32,47.376,39.506,32.711,29.051,27.271,25.919,24.831,22.747,20.41,18.493,17.673,17.125,16.241,15.681,15.373,14.764,14.278,14.172,14.081,14.1,14.458,14.917,15.665,17.421,20.782,27.168,37.712,46.166,40.572,30.85,26.325,25.958,27.977,30.947,33.738,35.716,36.633,36.535,35.777,34.776,33.546,32.303,31.396,30.566,29.807,29.478,29.323,29.245,29.741,30.451,31.284,32.757,34.622,36.659,39.521,43.093,47.108,52.394,58.884,66.704,76.505,88.626,104.81,125.55,151.96,189.6,242.71,312.79,411.08,555.74,739.52,898.44,945.48,863.36,709.11,543.06,398.91,301.11,240.49,190.33,149.65,124.67,108.32,90.088,76.218,68.628,60.996,51.609,46.671,43.863,38.265,3,1
44.498,37.766,33.703,32.063,29.818,27.454,27.394,27.442,27.297,28.731,31.553,35.575,43.248,56.927,77.597,99.205,135.21,188.38,181.97,122.58,81.333,59.747,49.363,45.782,45.839,49.528,58.053,74.102,104.34,161.26,262.71,378.43,362.35,247.14,158.98,105.85,73.754,55.933,45.038,36.341,30.95,28.481,26.728,25.017,22.786,20.603,18.484,17.428,17.017,16.12,15.373,15.029,14.53,13.968,13.784,13.704,13.718,13.894,14.279,14.864,16.22,18.999,24.369,33.631,42.353,38.56,29.477,24.989,24.459,26.103,28.931,31.696,33.706,34.882,35.065,34.497,33.643,32.559,31.42,30.489,29.769,28.989,28.618,28.513,28.421,28.761,29.52,30.267,31.563,33.355,35.244,37.886,41.28,45.05,49.945,56,63.229,72.397,83.587,98.161,117.23,141.23,174.23,221.59,285.04,370.87,499.86,673.24,851.21,945.75,910.26,770.83,601.36,444.82,330.13,259.39,207.24,161.58,132.26,114.36,96.001,79.714,71.027,63.818,54.464,47.943,44.995,40.28,3,1
35.421,30.295,27.674,26.653,24.243,22.807,23.046,23.092,23.421,26.018,31.046,40.535,57.48,66.521,52.212,38.45,31.02,27.316,26.242,27.985,32.911,40.909,44.343,39.219,35.702,36.369,40.498,49.165,64.52,91.512,140.74,227.93,341.8,360.55,257.83,161.26,103.93,72.927,54.076,41.278,33.746,28.39,25.104,22.603,20.439,19.302,18.494,17.664,17.303,17.281,17.374,17.753,18.589,20.115,22.792,27.069,34.179,45.842,62.958,86.032,109.95,121.82,111.57,88.457,65.591,49.13,40.369,37.545,39.162,43.66,49.268,54.067,56.632,56.754,55.154,52.504,49.494,46.689,44.34,42.315,40.933,40.097,39.566,39.646,40.417,41.401,43.143,45.595,48.533,52.239,57.121,62.974,70.189,79.336,90.828,105.55,123.77,148.47,182.32,225.66,286.6,376.87,498.44,649.92,823.47,959.71,955.48,797.36,606.37,459.35,353.72,266.49,202.49,165.81,138,110.94,92.073,81.441,70.454,58.763,52.864,48.76,41.984,36.866,35.758,32.285,28.261,26.971,4,1
33.407,29.761,26.791,25.068,23.807,23.039,22.789,23.061,24.045,26.111,31.066,40.945,57.933,66.264,52.005,38.903,31.702,28.67,28.757,31.892,39.265,50.709,54.838,50.025,49.972,58.703,79.928,123.67,200.59,261.2,208.12,127.78,79.987,54.432,39.935,31.173,25.672,22.422,19.974,18.229,17.413,16.855,16.566,16.748,17.278,18.265,19.916,22.374,26.373,32.321,41.151,54.677,74.254,99.814,127.47,146.67,149.72,144.85,137.65,126.54,112.24,94.656,76.56,61.017,49.002,40.651,36.303,35.918,38.742,43.923,49.942,54.93,57.587,57.915,56.266,53.666,50.855,48.195,45.851,44.156,42.893,42.079,42.052,42.46,43.224,44.942,47.153,49.922,53.788,58.537,64.247,71.582,80.64,92.166,106.39,124.82,149.89,182.36,224.62,287.44,374.53,486.7,640.74,823.37,955.85,936.24,785.8,617.52,474.22,355.36,264.64,209.41,172.12,136.29,110.34,96.552,82.63,68.799,60.678,55.827,48.037,41.717,39.454,36.104,31.169,29.17,28.368,25.124,4,1
33.258,28.555,25.989,25.207,23.385,21.839,22.129,22.553,22.991,25.825,31.458,41.668,59.532,69.097,55.653,44.843,43.734,52.252,72.062,83.815,63.483,41.996,29.989,23.812,19.909,17.254,15.8,15.037,14.385,14.056,14.026,14.034,14.238,14.585,15.122,15.935,16.961,18.359,20.436,23.098,26.687,32.072,39.418,49.694,64.828,86.577,116.89,157.9,203.7,239.06,249.89,234.44,202.99,170.9,144.4,122.82,108.06,99.979,93.7,86.167,76.9,66.923,57.007,48.159,41.115,36.198,33.859,34.653,38.122,43.694,50.06,55.302,58.238,58.799,57.446,55.036,52.411,49.92,47.781,46.296,45.333,44.746,45.051,45.886,47.109,49.379,52.276,55.946,60.768,66.892,74.26,83.69,95.555,110.84,130.33,155.27,190.28,238.29,300.14,390.44,520.49,673.62,829.63,933.73,908.35,764.07,579.21,431.56,334.13,260.01,198.39,157.99,133.57,110.32,89.727,78.792,70.253,59.045,51.234,48.151,42.726,36.854,34.503,32.764,28.607,26.012,25.647,23.413,4,1
30.357,27.382,26.23,24.019,21.86,21.803,21.701,21.24,22.609,25.851,31.148,42.581,62.23,71.791,59.498,49.972,39.406,28.26,21.83,19.024,17.437,16.916,17.135,16.028,14.576,13.91,13.598,13.389,13.407,13.589,13.862,14.327,14.877,15.642,16.842,18.196,20.05,22.876,26.379,31.06,38.03,47.555,60.822,80.53,108.91,148.12,197.87,247.09,272.82,265.54,237.62,202.19,169.02,143.72,124.06,108.27,99.63,95.898,91.673,85.611,77.558,67.309,56.821,48.027,41.034,35.944,33.902,34.954,38.677,44.529,50.945,56.201,59.066,59.412,57.875,55.479,52.801,50.279,48.316,46.895,45.909,45.59,46.072,46.845,48.437,50.911,53.905,57.999,63.31,69.696,77.792,88.043,101.05,117.7,138.73,167.71,206.72,257.56,330.82,437.17,570.97,728.13,882.77,944.92,855.45,676.11,511.78,394.96,303.72,228.77,180.71,151.05,123.39,99.856,86.162,76.158,64.039,55.132,51.641,45.682,39.049,36.396,34.585,29.985,27.453,26.71,24.601,21.814,4,1
29.436,27.832,25.323,22.541,22.014,21.577,20.43,20.949,22.616,24.894,30.492,42.531,60.977,65.632,49.404,36.764,27.431,21.523,18.739,17.185,16.656,17.625,18.351,16.722,15.065,14.208,13.687,13.522,13.576,13.744,14.119,14.577,15.24,16.288,17.475,19.097,21.587,24.625,28.69,34.727,42.801,54.084,70.791,95.172,130.54,178.33,234.29,280.43,289.96,265.22,227.45,189.99,158.82,134.7,116.54,103.16,95.702,91.663,86.599,78.792,68.888,57.955,48.451,40.872,35.418,32.484,32.329,34.945,40.035,46.726,53.63,58.918,61.453,61.256,59.39,56.641,53.749,51.18,49.081,47.581,46.711,46.457,46.942,47.812,49.481,52.125,55.242,59.469,65.051,71.767,80.207,90.884,104.44,122.14,144.23,174.6,216.66,270.68,347.27,460.28,603.15,758.9,893.22,931.25,832.21,651.58,485.81,373.89,291.01,220.93,173.65,145.46,120.49,97.122,83.354,74.919,63.294,54.241,50.299,45.411,38.878,35.702,34.193,30.197,26.911,26.337,24.565,21.638,4,1
