Feat_1,Feat_2,Feat_3,Feat_4,Feat_5,Feat_6,Feat_7,Feat_8,Feat_9,Feat_10,Feat_11,Feat_12,Feat_13,Feat_14,Feat_15,Feat_16,Feat_17,Feat_18,Feat_19,Feat_20,Feat_21,Feat_22,Feat_23,Feat_24,Feat_25,Feat_26,Feat_27,Feat_28,Feat_29,Feat_30,Feat_31,Feat_32,Feat_33,Feat_34,Feat_35,Feat_36,Feat_37,Feat_38,Feat_39,Feat_40,Feat_41,Feat_42,Feat_43,Feat_44,Feat_45,Feat_46,Feat_47,Feat_48,Feat_49,Feat_50,Feat_51,Feat_52,Feat_53,Feat_54,Feat_55,Feat_56,Feat_57,Feat_58,Feat_59,Feat_60,Feat_61,Feat_62,Feat_63,Feat_64,Feat_65,Feat_66,Feat_67,Feat_68,Feat_69,Feat_70,Feat_71,Feat_72,Feat_73,Feat_74,Feat_75,Feat_76,Feat_77,Feat_78,Feat_79,Feat_80,Feat_81,Feat_82,Feat_83,Feat_84,Feat_85,Feat_86,Feat_87,Feat_88,Feat_89,Feat_90,Feat_91,Feat_92,Feat_93,Feat_94,Feat_95,Feat_96,Feat_97,Feat_98,Feat_99,Feat_100,Feat_101,Feat_102,Feat_103,Feat_104,Feat_105,Feat_106,Feat_107,Feat_108,Feat_109,Feat_110,Feat_111,Feat_112,Feat_113,Feat_114,Feat_115,Feat_116,Feat_117,Feat_118,Feat_119,Feat_120,Feat_121,Feat_122,Feat_123,Feat_124,Feat_125,Feat_126,Feat_127,Feat_128,Class,Run
86.94,73.006,59.603,49.459,45.011,41.034,35.969,33.251,32.512,31.305,29.955,30.486,31.621,32.777,35.121,38.877,43.857,51.557,63.878,83.282,110.82,158.32,252.84,431.06,622.82,532.08,316.44,186.81,116.27,76.674,56.13,44.441,34.367,27.399,23.882,21.44,18.277,16.255,15.876,15.495,15.062,16.803,21.493,28.953,30.254,22.002,16.099,12.802,11.327,11.509,11.947,10.852,9.5361,9.0452,8.5077,8.0617,8.0267,8.0898,7.9437,7.9046,8.1247,8.409,8.7082,9.4716,11.042,13.824,16.154,13.633,10.845,9.521,8.9738,8.7856,8.7559,8.8686,9.0809,9.2698,9.6719,10.173,10.621,11.331,12.349,13.328,14.632,16.517,18.556,20.989,24.473,28.539,33.453,40.157,48.82,59.754,74.833,94.996,122.82,161.6,212.87,277.42,347.29,399.88,405.67,364.92,307.79,253.92,207.27,170.28,143.42,125.08,110.53,98.775,91.201,86.161,81.679,78.218,76.131,74.311,72.089,70.201,69.253,68.543,68.352,69.281,71.264,74.068,78.188,83.819,91.171,100.58,1,4
93.025,76.496,66.509,55.004,45.923,42.058,39.079,34.708,32.047,31.742,30.68,29.84,30.619,32.378,34.234,37.765,43.712,52.969,69.656,99.146,131.41,137.49,149.43,199.96,312.45,475.86,490.99,321.71,190.14,117.1,76.502,55.108,43.108,33.559,26.491,23.15,20.831,17.903,16.187,16.199,16.457,17.399,21.639,30.216,32.19,22.718,16.382,13.59,11.881,11.454,12.201,11.559,9.832,8.8956,8.643,8.4141,7.9967,7.9835,8.0988,8.0093,8.0569,8.3816,8.7901,9.4438,10.868,13.67,15.996,13.494,10.771,9.5035,8.9498,8.7723,8.7394,8.8018,9.0481,9.313,9.5621,10.069,10.687,11.237,12.138,13.335,14.556,16.145,18.408,20.846,23.875,28.021,33.085,39.291,47.652,58.514,72.978,92.507,119.1,155.86,206.53,269.47,337.43,390.05,405.02,371.26,313.48,256.12,210.7,175.12,146.31,125.69,111.67,100.63,91.638,85.717,81.962,78.767,75.779,73.799,72.287,70.369,68.966,68.461,68.501,69.118,70.871,73.802,77.794,83.195,90.37,99.774,1,4
110,88.579,68.867,57.856,51.998,45.076,38.306,35.756,34.377,31.55,29.839,30.341,31.014,31.69,34.312,39.049,45.985,58.329,81.555,126.39,194.97,207.98,148.9,108.66,96.981,108.14,144.86,222.3,329.18,327.29,213.62,127.14,79,54.144,41.158,32.003,25.064,21.702,19.914,18.034,17.243,18.985,23.389,31.186,33.484,24.559,17.472,13.505,12.134,12.195,12.45,11.376,10.081,9.3476,8.6093,8.2354,8.2974,8.1815,7.9361,7.9967,8.2122,8.375,8.677,9.4673,10.921,13.629,15.919,13.5,10.745,9.4367,8.9262,8.721,8.6805,8.8138,8.9793,9.1675,9.6077,10.009,10.442,11.228,12.143,13.023,14.386,16.156,18.009,20.437,23.751,27.489,32.262,38.658,46.665,57.014,71.007,89.805,115.66,151.08,198.52,259.69,330.18,386.42,401.11,371.44,319.82,264.76,215.54,176.43,149.28,129.47,113.09,100.93,93.053,87.177,82.229,78.73,76.553,74.398,72.087,70.436,69.447,68.564,68.417,69.413,71.256,73.924,77.926,83.549,90.767,99.929,1,4
161.08,116.97,89.696,76.608,65.013,52.629,45.82,43.204,38.886,34.65,33.708,33.966,33.408,34.539,38.34,43.611,51.997,67.564,95.034,148.23,250.15,354.96,289.22,167.33,97.091,63.213,45.742,33.893,26.116,22.5,19.893,16.964,15.268,15.011,14.52,13.797,14.307,15.805,17.653,21.472,29.497,42.145,50.801,55.455,72.095,74.355,49.234,30.837,22.345,18.505,16.886,15.03,12.591,10.762,9.6777,9.4568,9.4237,8.9456,8.4894,8.4307,8.3909,8.3746,8.7448,9.4827,10.794,13.422,15.762,13.34,10.565,9.2762,8.7305,8.5303,8.4582,8.5352,8.6778,8.9186,9.2495,9.651,10.163,10.735,11.443,12.372,13.461,14.813,16.509,18.63,21.334,24.685,28.89,34.147,40.791,49.349,60.508,75.435,95.63,123.27,161.01,211.23,273.08,339.2,387.5,393.3,357.15,300.57,246.3,202.9,168.6,143.06,123.93,110.1,99.222,91.792,86.373,81.445,77.85,75.557,73.282,71.099,69.699,69.128,68.866,69.452,71.17,73.812,77.465,82.678,89.623,98.442,1,4
180.18,132.38,98.109,79.646,69.835,57.382,48.068,44.376,41.32,37.097,34.529,35.091,35.245,35.838,39.225,45.221,53.852,69.343,97.65,151.73,255.62,369.34,310.57,182.22,105.01,66.25,47.278,35.924,27.062,21.975,19.549,16.899,14.218,13.127,12.738,11.513,10.384,10.481,10.479,9.979,10.112,11.212,12.686,14.4,14.688,14.879,16.727,22.041,32.849,40.853,35.515,27.401,19.332,14.44,11.62,10.432,10.168,10.256,9.8612,9.1694,8.797,8.5589,8.7144,9.367,10.665,13.197,15.501,13.159,10.424,9.0967,8.5669,8.338,8.275,8.3689,8.4738,8.6368,9.0099,9.2898,9.6215,10.276,10.99,11.647,12.784,14.134,15.511,17.456,19.994,22.75,26.352,31.141,36.852,44.108,53.874,66.542,83.572,106.51,137.82,180.67,236.96,300.99,358.97,388.79,377.35,331.67,274.98,225.2,187.17,157.34,133.26,115.69,103.78,94.215,86.41,81.246,77.822,74.948,72.521,71.175,70.222,69.317,69.096,69.867,71.345,73.628,77.223,82.232,88.772,97.224,1,4
65.536,52.715,44.129,40.355,36.46,31.751,29.43,28.731,27.167,25.727,25.796,26.524,26.81,28.063,30.51,33.575,38.277,45.976,57.573,73.414,100.94,156.45,250.42,299.95,226.84,158.65,132.31,138.62,180.82,271.02,363.92,308.35,188.86,115.61,75.444,51.765,38.877,32.018,27.064,23.198,22.311,23.862,28.303,38.364,43.918,32.238,21.746,16.536,14.75,14.324,14.51,13.73,11.977,10.448,9.465,9.1798,9.0205,8.7445,8.6333,8.796,8.9258,9.0756,9.6039,10.622,12.481,16.01,18.573,15.153,11.844,10.311,9.6499,9.3766,9.3902,9.4862,9.628,10.02,10.49,10.939,11.685,12.75,13.753,15.154,17.141,19.304,21.955,25.581,29.963,35.231,42.34,51.518,63.358,79.336,101.14,131.3,174.11,232.04,305.94,389.48,452.79,458.05,407.07,337.82,273.91,220.23,178.24,148.51,128.22,112.13,99.101,90.707,85.12,80.56,77.356,76.589,76.649,76.55,76.758,77.001,76.892,76.731,77.617,79.815,82.917,87.477,94.204,102.95,114.25,128.89,2,4
60.688,51.007,45.97,40.049,34.363,31.789,30.445,28.069,26.162,26.117,26.169,25.784,26.494,28.207,30.13,33.109,38.042,45.646,56.925,72.119,100.02,155.61,235.96,247.07,182.94,144.09,144.06,183.85,278.03,403.9,385.73,244.26,145.71,92.508,61.78,45.764,36.747,29.64,24.688,22.76,22.474,23.222,28.088,39.302,43.563,30.828,21.045,16.831,14.595,13.784,14.334,13.381,11.317,9.9507,9.498,9.2765,8.8261,8.6559,8.8115,8.8032,8.8178,9.1758,9.759,10.728,12.714,16.477,18.787,15.193,11.931,10.402,9.7322,9.519,9.4575,9.4966,9.7965,10.162,10.492,11.087,11.933,12.752,13.917,15.56,17.287,19.462,22.493,26.027,30.279,36.084,43.4,52.544,65.505,81.433,103.95,135.47,178.81,238.35,315.96,398.81,452.39,454.19,399.44,329.81,266.56,215.89,176.34,147.76,126.6,110.55,98.835,90.539,84.934,81.278,79.303,78.228,77.636,77.102,76.453,75.947,75.788,76.254,77.626,80.187,84.066,89.509,96.822,106.56,119.14,135.45,2,4
61.981,51.209,45.725,40.678,35.007,31.535,30.479,28.489,26.279,26.084,26.177,25.947,26.434,28.239,30.228,33.185,38.128,45.791,57.151,72.355,100.23,155.79,235.45,245.9,183.32,146.52,149.41,194.6,296.06,411.24,361.51,223.74,135.69,87.995,59.658,44.16,35.706,29.485,24.497,22.403,22.246,23.106,27.717,38.761,43.493,31.06,21.046,16.741,14.661,13.629,13.872,13.067,11.187,9.9049,9.4561,9.2395,8.8524,8.6364,8.7586,8.8153,8.8373,9.1324,9.7524,10.695,12.642,16.386,18.777,15.279,12.014,10.489,9.8432,9.6554,9.6497,9.7506,10.084,10.592,11.077,11.821,12.944,14.058,15.501,17.673,20.108,23.053,27.212,32.479,39.112,48.244,60.57,76.823,98.69,127.9,166.44,215.11,266.66,302.18,307.74,283.68,247.24,210.02,178.79,154.24,133.57,117.01,105.41,96.981,90.328,85.647,83.112,81.884,81.634,82.664,84.809,87.581,90.946,95.17,100.58,107.32,116.36,128.5,144.62,165.15,191.52,225.66,266.73,312.89,364.81,412.28,2,4
64.97,52.16,44.397,39.951,36.423,33.187,30.364,27.948,26.445,25.605,25.479,25.611,26.549,28.03,30.22,33.41,38.288,46.034,57.638,73.254,102.04,158.38,235.67,243.01,183.31,151.3,160.23,214.52,321.34,395.02,308.57,191.07,118.48,79.139,56.038,42.135,33.457,28.105,24.971,22.293,21.834,23.745,28.398,38.293,41.945,30.399,20.908,16.219,14.507,13.829,13.291,12.153,11.195,10.249,9.488,9.2996,9.2394,8.958,8.8304,9.0235,9.1285,9.2962,9.8636,10.922,12.923,16.682,19.202,15.778,12.497,11.049,10.527,10.454,10.755,11.243,11.919,13.106,14.667,16.615,19.481,23.486,28.443,35.212,44.214,54.925,66.92,78.816,87.991,92.434,91.829,87.602,81.489,75.318,69.821,65.397,61.846,59.263,57.707,56.544,56.151,56.706,57.745,59.232,61.578,64.664,68.515,73.443,79.836,88.036,98.517,111.85,128.87,151.25,181.67,221.54,271.71,341.97,440.08,556.38,671.7,744.24,739.97,656.36,530.62,405.25,312.15,248.84,198.33,155.76,2,4
63.812,53.918,44.831,38.955,36.326,32.766,29.196,28.019,27.499,26.097,25.408,26.195,26.909,27.85,30.118,33.499,38.312,46.278,58.074,74.253,104,161.62,239.81,244.74,185.64,158.25,174.77,238.87,338.94,356.9,253.94,158.49,101.28,70.165,52.947,41.379,32.778,27.866,25.252,22.709,21.348,22.802,27.197,36.119,40.795,30.862,21.852,16.62,14.229,13.666,13.349,12.383,11.428,10.804,10.026,9.558,9.4175,9.2863,9.0191,8.9471,9.149,9.2907,9.6236,10.552,12.378,15.798,18.367,15.466,12.651,11.643,11.751,12.556,13.926,15.749,17.68,19.353,20.661,21.284,21.295,21.072,20.78,20.295,19.955,19.861,19.733,19.654,19.981,20.353,20.677,21.4,22.387,23.263,24.517,26.182,27.894,29.803,32.433,35.334,38.574,42.638,47.592,53.223,60.333,68.911,79.673,93.741,111.51,133.91,165.82,211.42,271.39,355.63,480.68,656.23,853.69,982.13,960.51,812.57,634.81,476.28,349.44,261.57,208.37,169.96,134.58,109.07,94.217,82.56,2,4
65.214,54.909,45.37,39.878,37.135,33.362,29.787,28.587,27.937,26.436,25.851,26.644,27.397,28.419,30.843,34.446,39.855,48.805,61.207,76.896,107.16,166.96,248.06,249.15,186.55,159.41,177.78,244.93,345.71,354.17,247.77,154.05,98.294,68.464,51.838,40.426,31.995,27.387,24.784,22.19,20.873,22.411,26.661,35.65,41.539,31.623,21.89,16.44,13.974,13.252,12.684,11.574,10.772,10.229,9.4904,9.0765,9.0366,8.8884,8.61,8.6084,8.8336,8.9924,9.3834,10.352,12.231,15.782,18.618,15.479,12.399,11.286,11.338,12.079,13.457,15.405,17.602,19.736,21.486,22.374,22.424,22.087,21.566,20.819,20.238,19.911,19.561,19.303,19.48,19.651,19.855,20.404,21.231,21.878,22.993,24.484,26.001,27.806,30.259,32.992,36.052,39.928,44.592,49.964,56.519,64.589,74.506,87.189,103.09,123.47,151.52,190.28,240.4,309.56,411.83,555.65,727.12,888.06,964.3,902.3,747.03,569.25,414.84,309.19,244.44,195.2,152.53,123,106.22,91.205,2,4
64.829,55.844,46.287,39.991,37.274,33.831,30.124,28.644,27.981,26.822,26.002,26.7,27.531,28.517,30.798,34.344,39.53,48.205,60.328,75.807,105.29,164.18,245.07,247.02,182.19,150.11,159.51,213.45,321.96,405.39,321.04,196.83,119.51,78.727,57.431,43.855,33.714,28.094,25.371,22.647,21.256,22.696,27.438,36.835,42.748,32.197,22.315,16.697,14.254,13.822,13.814,12.514,11.14,10.4,9.5524,9.0274,8.9881,8.9035,8.6484,8.6578,8.8967,9.1152,9.5278,10.506,12.395,15.904,18.641,15.39,12.066,10.562,10.005,9.895,10.05,10.48,11.039,11.815,13.06,14.62,16.594,19.558,23.52,28.499,35.513,44.871,56.51,70.731,86.973,102.52,114.46,119.88,118.32,111.69,102.51,92.819,83.962,76.343,70.239,65.48,62.013,59.581,58.319,57.99,58.545,60.029,62.682,66.195,70.936,76.977,84.616,93.96,105.48,119.62,137.67,161.23,191.16,230.09,284.04,359.16,454.07,561.2,661.55,716.14,679.81,566.98,440.66,340.18,270.11,215.44,2,4
64.24,56.033,47.128,39.994,36.669,34.016,30.418,28.383,27.945,27.145,26.101,26.498,27.617,28.661,30.755,34.366,39.667,48.36,60.316,75.063,103.86,161.6,241.93,245.01,179.27,143.79,147.86,191.83,292.61,416.71,379.98,238.14,140.63,88.733,62.27,47.112,36.255,29.244,25.862,23.586,21.887,22.922,28.088,38.081,43.83,32.575,22.702,17.182,14.552,14.25,14.886,13.488,11.533,10.59,9.8422,9.1752,8.9687,8.9632,8.8224,8.735,8.9708,9.2505,9.6341,10.548,12.474,15.98,18.623,15.331,11.958,10.369,9.7132,9.4475,9.3896,9.5539,9.7835,10.014,10.516,11.164,11.788,12.741,14.102,15.49,17.291,19.891,22.758,26.244,31.06,37.057,44.52,54.542,67.87,85.867,110.47,144.3,191.06,253.54,325.02,385.28,410.19,389.35,337.12,276.42,225.48,187.93,159.33,136.93,120.87,110.42,102.79,96.467,92.611,90.245,87.519,84.788,82.738,81.046,79.531,79.099,80.036,81.921,85.077,90.076,97.133,106.15,118.03,133.89,153.64,178.05,2,4
64.275,52.496,47.162,41.873,36.091,32.601,31.236,29.299,26.925,26.582,26.823,26.542,27.054,28.768,30.947,34.046,39.451,47.918,59.845,74.789,103.16,160.6,243.1,252.16,184.97,144.19,142.32,179.31,269.63,396.63,392.1,252.19,151.52,96.656,64.915,47.05,37.682,31.027,25.624,23.103,22.784,23.496,27.497,38.184,44.76,32.816,22.128,17.367,15.16,14.143,14.593,13.956,11.849,10.312,9.699,9.4396,9.0354,8.7591,8.8458,8.9091,8.8873,9.1362,9.7081,10.585,12.409,15.972,18.694,15.345,11.934,10.354,9.678,9.4262,9.3765,9.4103,9.6512,10.016,10.341,10.846,11.688,12.5,13.499,15.06,16.8,18.748,21.516,24.946,28.868,34.108,41.003,49.441,60.662,75.823,96.279,124.83,164.06,217.58,289.69,372.82,439.03,454.19,416.81,354.65,288,230.66,188.65,159.65,137.4,119.66,107.59,100.06,93.601,88.432,85.445,83.157,80.254,77.601,75.844,74.51,73.378,73.449,74.761,76.895,80.156,85.08,91.739,100.11,111.28,125.64,2,4
62.879,55.426,48.389,40.59,36.16,34.142,31.34,28.482,27.543,27.464,26.615,26.615,27.899,29.252,31.308,35.055,40.71,49.78,62.344,76.988,104.98,162.89,260.84,311.99,233.94,159.51,130.2,134.01,169.99,252.22,351.02,319.36,201.03,119.69,77.316,55.549,41.603,32.271,27.304,24.942,23.046,23.467,28.533,39.032,44.776,32.86,22.832,17.65,14.768,14.218,15.091,13.887,11.607,10.492,9.9187,9.3076,8.9144,8.9319,8.8813,8.759,8.8834,9.2508,9.6758,10.544,12.432,15.974,18.643,15.313,11.952,10.346,9.6878,9.4143,9.3278,9.4303,9.7071,9.9429,10.321,10.977,11.627,12.384,13.644,15.043,16.57,18.806,21.605,24.618,28.772,34.075,40.581,48.905,60.165,74.912,95.14,122.75,161.08,215.14,286.69,366.09,432.47,455.47,425.48,358.35,289.19,234.14,193.77,162.57,138.26,122.01,111.2,102.2,95.252,91.18,88.008,84.334,80.88,78.337,75.96,73.755,72.642,72.866,73.578,75.35,78.575,83.068,88.937,96.838,107.34,120.43,2,4
60.187,52.69,44.124,37.578,35.129,32.427,28.957,27.177,26.887,25.966,25.152,25.808,26.961,28.146,30.484,34.396,40.042,49.383,63.632,84.096,122.58,193.88,264.8,233.1,171.54,153.45,181.87,245.87,269.49,198.05,126.23,84.054,59.044,45.128,38.212,34.353,32.367,34.493,41.682,57.089,86.165,106.51,80.004,49.598,33.246,25.883,20.952,16.9,14.379,13.162,12.097,11.037,10.476,10.309,9.8643,9.5082,9.5364,9.6085,9.5656,9.7828,10.351,11.174,12.667,15.524,20.995,28.714,28.48,21.244,17.392,16.68,17.686,19.41,21.201,22.586,23.216,23.097,22.691,22.102,21.369,20.745,20.359,19.962,19.684,19.741,19.868,19.917,20.418,21.075,21.656,22.544,23.894,25.092,26.655,28.783,31.119,33.657,37.026,41.041,45.584,51.296,58.233,66.753,77.396,90.502,107.34,130.27,160.13,198.6,253.6,334.15,445.75,588.78,760.51,924.82,977.52,876.48,687.96,515.44,392.06,306.81,237.51,182.43,149.45,127.11,105.45,86.279,75.834,68.244,3,4
53.107,44.911,40.984,36.232,31.168,28.94,27.813,25.816,24.163,24.183,24.528,24.56,26.014,29.232,34.05,43.05,60.732,88.619,101.83,82.932,61.789,50.923,48.034,51.889,59.022,59.478,57.655,62.389,76.471,104.61,157.7,255.54,396.14,437.49,308.69,187.61,118.59,79.057,55.667,42.876,35.158,29.146,25.765,26.133,27.813,24.413,19.268,16.465,14.428,12.795,12.016,11.627,10.934,10.405,10.42,10.368,10.266,10.436,10.916,11.517,12.587,14.503,17.837,23.998,34.543,42.453,34.465,24.643,20.812,20.711,22.459,24.863,26.735,27.738,27.675,26.9,25.98,24.879,23.786,23.004,22.459,21.893,21.665,21.741,21.813,22.031,22.743,23.505,24.322,25.71,27.331,29.01,31.311,34.175,37.322,41.138,46.017,51.759,58.767,67.56,78.369,92.537,111.05,134.5,166.7,212.06,269.69,340.04,424.96,518.11,606.36,680.31,742.11,779.89,757.04,659.96,523.74,401.75,314.58,248.13,191.8,150.17,125.79,106.83,87.364,73.12,65.504,58.265,3,4
52.921,43.213,38.147,35.399,31.142,27.452,26.29,25.323,23.499,22.685,23.285,23.835,25.071,28.822,35.967,45.262,46.517,39.453,34.781,33.822,36.381,42.949,56.348,79.069,94.801,84.895,76.461,81.535,101.97,145.46,229.14,369.8,479.6,389.75,240.13,145.71,96.498,68.732,50.569,38.924,32.903,28.783,25.986,26.682,29.842,26.331,20.036,16.628,14.849,13.193,12.102,11.641,11.257,10.676,10.488,10.569,10.586,10.669,11.163,11.94,13.148,15.253,19.072,26.03,37.394,44.229,34.779,25.051,21.315,21.331,23.145,25.489,27.386,28.276,28.234,27.675,26.754,25.674,24.836,24.166,23.482,23.105,23.065,22.948,23.025,23.579,24.102,24.733,25.889,27.236,28.602,30.558,32.929,35.556,38.731,42.871,47.606,53.276,60.463,69.168,80.157,94.056,111.27,134.37,166.05,206.2,260.07,338.53,448.78,588,742.82,877.89,925.25,848.58,689.21,519.19,392.9,308.75,244.32,189.45,151.75,128.73,109.01,89.601,76.26,68.849,60.828,51.765,3,4
47.565,42.301,38.324,32.897,29.015,27.637,25.822,23.424,22.358,22.417,21.908,21.912,23.638,26.685,29.744,29.257,27.518,27.227,28.62,31.47,36.437,45.954,64.085,92.488,106.68,91.548,81.609,87.097,110.26,159.35,254.2,401.35,475.16,353.98,215.75,135.8,90.757,63.568,47.538,38.396,31.65,26.483,24.264,24.195,21.829,18.078,16.064,14.675,13.231,12.349,12.037,11.574,11.008,10.872,10.979,10.942,11.074,11.592,12.306,13.439,15.377,18.681,24.532,35.051,49.41,51.459,37.166,26.674,23.052,23.161,25.241,27.731,29.546,30.348,30.239,29.431,28.329,27.332,26.417,25.525,24.939,24.648,24.37,24.271,24.63,24.979,25.416,26.374,27.547,28.637,30.361,32.47,34.67,37.484,41.07,45.155,50.043,56.234,63.76,73.109,84.707,99.216,118.74,144.19,176.82,221.24,286.28,375.48,494.35,642.45,816.33,942.57,932.97,790.48,612.02,468.72,364.6,281.57,214.76,172.37,144.58,120.53,97.78,84.059,74.942,65.431,55.034,49.733,3,4
46.846,41.018,37.521,32.515,28.489,26.872,25.672,23.433,22.094,22.248,22.044,21.945,23.418,26.483,29.053,28.806,28.596,30.268,33.927,39.83,50.259,70.749,108.71,151.64,146.54,124.85,133.32,179.97,232.44,196.33,125.63,85.957,69.128,66.268,77.925,110.66,168.67,190.57,132.26,80.692,52.428,36.5,27.866,23.066,19.474,16.682,15.182,14.282,13.207,12.538,12.393,12.282,12.161,12.443,13.011,13.807,15.117,17.189,20.43,25.857,35.068,50.852,75.232,94.624,81.969,55.077,37.166,28.642,26.139,27.081,29.912,32.967,34.915,35.472,35.019,33.876,32.47,31.173,30.124,29.11,28.425,28.163,27.915,27.882,28.376,28.942,29.632,30.893,32.479,34.092,36.458,39.384,42.66,46.719,51.865,58.007,65.58,74.902,86.471,101.55,120.36,144.24,176.92,221.31,278.98,354.32,460.34,601.96,753.58,865.95,884.22,805.86,675.19,528.18,399.55,306.62,247.11,200.18,159.06,130.13,112,96.427,80.435,68.968,62.981,55.973,47.81,43.026,3,4
47.357,42.879,37.934,32.233,29.343,28.048,25.532,23.374,22.904,22.709,21.949,22.266,24.014,26.34,27.949,28.321,29.707,33.034,39.049,48.014,64.809,98.894,155.22,181.57,144.71,123.11,130.97,124.72,90.377,65.595,55.766,55.193,62.567,82.016,123.41,201.07,272.37,219.31,132.23,80.685,52.871,37.364,29.239,23.835,19.702,17.162,15.793,14.477,13.273,12.886,12.634,12.367,12.385,12.786,13.383,14.286,15.791,18.068,21.718,27.725,37.878,55.591,82.729,102.62,85.709,55.904,37.197,28.791,26.595,27.917,31.088,34.255,36.145,36.489,35.68,34.178,32.519,31.11,29.807,28.697,28.074,27.671,27.343,27.497,28.001,28.51,29.469,30.935,32.538,34.476,37.176,40.292,43.881,48.562,54.198,61.035,69.522,80.117,93.712,111.33,133.92,164.37,206.98,264.04,335.97,425.16,526.74,608.41,647.85,644.74,630.53,614.6,581.67,527.89,461.65,395.22,328.18,261.11,206.89,170.31,142.73,116.5,94.923,83.128,72.995,62.022,53.052,48.946,3,4
50.324,42.269,38.601,34.811,30.015,27.346,26.446,24.632,22.661,22.374,22.567,22.438,23.61,26.741,29.158,27.83,26.655,27.248,29.028,31.901,36.905,46.531,65.212,95.086,110.24,94.075,83.237,88.38,111.05,159.83,253.98,407.01,500.44,379.53,228.32,140.29,94.102,66.266,48.236,38.01,31.935,26.84,23.596,23.393,23.481,19.706,16.208,14.745,13.428,12.11,11.481,11.269,10.786,10.392,10.42,10.213,10.577,10.923,11.633,12.613,14.19,16.977,21.754,30.445,43.977,50.28,37.896,26.792,22.73,22.861,24.917,27.365,29.117,29.732,29.359,28.363,27.167,25.972,24.93,24.048,23.361,22.883,22.586,22.499,22.603,22.942,23.506,24.372,25.504,26.858,28.49,30.416,32.752,35.488,38.88,42.874,47.949,54.006,61.424,70.588,82.045,96.678,115.96,141.79,175.56,221,285.8,368.05,461.85,565.72,671.45,757.13,790.71,761.89,683.99,582.98,470.45,363.93,278.27,222.17,182.23,145.88,117.02,99.581,87.161,73.468,62.249,56.258,3,4
54.191,47.169,39.252,34.546,32.5,29.375,26.259,25.093,24.73,23.428,23.012,24.153,25.977,29.425,36.723,44.819,42.674,36.251,33.431,33.621,36.572,43.661,57.956,82.281,98.682,87.607,78.589,83.726,104.9,149.78,236.33,381.18,492.67,398.65,247.28,150.42,96.312,67.654,51.378,39.839,31.751,27.607,25.648,24.944,26.987,26.024,20.641,16.35,14.117,13.165,12.062,11.125,10.81,10.648,10.232,10.061,10.279,10.475,10.774,11.468,12.675,14.577,17.957,24.155,34.8,43.62,35.875,25.519,21.418,21.375,23.251,25.564,27.423,28.212,27.988,27.126,26.077,25.008,23.922,23.116,22.575,22.035,21.747,21.872,21.942,22.154,22.898,23.656,24.523,25.856,27.554,29.217,31.543,34.438,37.627,41.481,46.408,52.255,59.341,68.2,79.284,93.715,112.31,136.01,168.77,214.4,273.49,346.53,436.01,538.29,634.06,705.25,748.13,754.3,713.95,618.77,497.19,387.15,307.46,246.97,193.13,152.16,127.59,108.85,89.908,75.047,67.065,60.222,3,4
58.304,48.479,43.723,38.289,32.974,30.794,29.468,27.027,25.463,25.604,25.652,25.573,27.03,29.652,33.366,39.86,51.625,72.933,107.71,154.24,180.76,137.11,88.32,62.226,50.275,44.754,43.612,46.089,52.136,63.855,85.471,125.93,203.23,327.8,396.32,292.8,175.78,106.67,69.845,50.921,39.412,31.256,26.682,26.027,27.342,25.525,20.338,16.995,14.495,12.699,11.89,11.418,10.628,10.183,10.132,10.045,9.8471,10.015,10.454,10.938,11.813,13.443,16.2,21.265,30.477,39.841,34.55,24.559,20.358,20.056,21.657,23.856,25.719,26.604,26.653,26.045,25.007,23.983,23.118,22.243,21.554,21.252,20.973,20.78,21.01,21.36,21.688,22.428,23.521,24.439,25.815,27.676,29.656,31.963,35.09,38.624,42.684,47.843,54.253,61.881,71.517,83.46,99.091,119.9,146.91,182.37,232.3,301.26,384.8,480.06,584.36,683.29,754.67,775.38,745.37,670.38,573,460.11,353.31,273.52,220.74,178.32,141.4,115.07,99.449,86.008,71.204,61.524,3,4
61.504,49.435,43.677,39.896,35.074,30.981,29.479,28.367,26.371,25.509,25.95,26.371,26.898,29.031,32.162,36.593,44.244,57.034,76.618,105.77,161.81,244.35,251.91,176.07,128.83,121.65,134.86,124.71,90.346,66.397,54.565,51.459,55.492,66.953,91.499,141.08,218.36,241.4,165.14,98.41,63.401,44.471,33.225,28.152,27.46,25.745,20.368,16.674,14.706,12.967,11.639,11.172,10.724,10.051,9.7698,9.812,9.6988,9.641,9.936,10.403,11.061,12.268,14.472,18.497,25.977,35.083,32.28,23.207,19.089,18.632,19.975,22.028,23.92,24.942,25.093,24.629,23.796,22.778,21.922,21.214,20.51,20.06,19.929,19.777,19.759,20.171,20.605,21.048,22.007,23.123,24.202,25.785,27.842,29.887,32.523,35.813,39.529,43.873,49.391,56.001,64.138,74.315,86.935,103.8,126.18,154.91,193.12,246.45,316.68,400.45,494.54,606.99,727.66,819.67,834.7,769.65,654.61,528.44,410.19,308.77,239.05,194.39,157.77,125.64,103.83,90.685,78.498,65.37,3,4
