Test Name,UUT_KERNEL,AIE_VARIANT,DATA_TYPE,DIM_SIZE,NUM_FRAMES,GRID_DIM,CASC_LEN,DIAG_INV,NITER,COMPILE,SIM,FUNC,Latency,Throughput,cycleCountAvg,throughputCycleCount,NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
test_160_aie1_hw_qor,cholesky,1,cfloat,16,15,2,2,0,16,1,1,1,63864,204,17553,205,34,6,6,9,166146,2138 2838 2378 2628 2202 2474
test_161_aie1_hw_qor,cholesky,1,float,240,3,6,3,1,16,1,1,1,1417336,255,382588,1427,387,57,57,120,1773787,3552 2480 3334 2480 2050 2050 2098 2098 3342 3552 2480 2480 2480 2480 3552 3552 2480 2480 2480 2480 3552 2878 2480 2916 2504 3724 2480 3724 2504 2878 2916 3006 3342 3036 2098 2098 3552 2480 2480 2878 2916 2504 2480 3724 3342 2098 2098 2504 2480 3724 2026 3550 2878 2916 2098 2916 2878
test_162_aie1_hw_qor,cholesky,1,cfloat,336,1,6,7,1,16,default,default,default,,,,,,,,,,
test_163_aie1_hw_qor,cholesky,1,float,32,7,1,2,1,16,1,1,1,151875,125,54451,535,18,2,2,5,95522,1934 2934
test_164_aie22_hw_qor,cholesky,22,float,16,10,1,2,1,16,1,1,1,337885,35,74855,154,17,2,2,4,70758,3316 3324
test_165_aie22_hw_qor,cholesky,22,float,64,15,2,7,0,16,default,default,default,,,,,,,,,,
test_166_aie2_hw_qor,cholesky,2,float,64,7,2,2,1,16,default,default,default,,,,,,,,,,
test_167_aie1_hw_qor,cholesky,1,float,40,4,5,3,1,16,1,1,1,26081,947,5036,3258,184,40,40,58,296240,1980 2046 2002 1980 1968 2434 2064 2002 2142 2112 2616 2148 2268 2046 2046 2112 2002 2112 2002 2148 2142 2616 2452 2142 2142 2148 2110 2600 2452 2142 2126 2268 2046 2046 2452 2142 2142 2156 1998 1998
test_168_aie1_hw_qor,cholesky,1,float,120,4,3,1,0,16,default,default,default,,,,,,,,,,
test_169_aie1_hw_qor,cholesky,1,float,72,4,3,2,0,16,1,1,1,270201,234,73504,411,88,12,12,22,387332,3050 3130 3086 3020 3418 2240 3034 3004 3696 2622 3442 2208
test_170_aie22_hw_qor,cholesky,22,float,640,1,5,1,1,16,default,default,default,,,,,,,,,,
test_171_aie2_hw_qor,cholesky,2,cfloat,44,2,1,4,1,16,1,1,1,961461,28,168014,50,50,4,4,8,330240,9296 8800 9088 9264
test_172_aie2_hw_qor,cholesky,2,float,8,17,1,2,0,16,1,1,1,336769,15,90430,15,12,2,2,4,35246,7696 7792
test_173_aie2_hw_qor,cholesky,2,float,312,1,3,8,0,16,default,default,default,,,,,,,,,,
test_174_aie1_hw_qor,cholesky,1,float,32,5,4,2,1,16,1,1,1,21929,683,5837,744,96,20,20,29,168620,1978 1832 1946 1904 1946 1978 1946 1930 2076 1998 2276 2110 2276 2110 2142 2046 2452 2268 2156 1998
test_175_aie1_hw_qor,cholesky,1,cfloat,12,141,3,7,0,16,1,1,1,221008,395,33085,1641,208,33,33,66,855275,1682 1682 1682 1964 1682 1682 1682 1784 2042 1744 1810 1810 1810 1810 2006 2006 1760 1730 1730 1730 1730 1838 1744 2042 1932 1932 1744 2042 1838 1760 2006 1810 1928
test_176_aie2_hw_qor,cholesky,2,float,32,9,1,2,0,16,1,1,1,1080466,22,343070,33,21,2,2,5,120110,9104 8848
test_177_aie2_hw_qor,cholesky,2,cfloat,224,1,4,3,1,16,default,default,default,,,,,,,,,,
test_178_aie1_hw_qor,cholesky,1,float,192,1,4,6,0,16,1,1,1,871886,312,92235,455,379,52,52,142,1397564,2146 2098 2146 2098 2098 3308 2482 3540 2514 2482 2514 2482 2162 2114 2162 2114 2114 3324 3116 2514 2514 2514 3724 2980 3116 2514 2482 2514 3724 2932 3116 3116 2932 2956 2932 2956 3164 3164 2162 2162 3500 3252 3064 2162 3268 2908 3116 2932 3084 3316 3064 3116
test_179_aie2_hw_qor,cholesky,2,cfloat,16,136,4,3,1,16,1,1,1,3246796,41,651263,108,258,26,26,48,1371938,2048 2080 2064 2992 3072 2032 2064 1920 2064 8848 1920 8000 8016 2048 2080 2000 2080 8864 7984 2048 2992 2032 2064 2000 8976 2000
test_180_aie2_hw_qor,cholesky,2,float,16,10,1,3,0,16,1,1,1,643008,25,125481,25,22,3,3,5,95813,8464 8576 8624
test_181_aie22_hw_qor,cholesky,22,cfloat,176,1,2,3,1,16,default,default,default,,,,,,,,,,
test_182_aie2_hw_qor,cholesky,2,cfloat,8,32,1,3,0,16,1,1,1,1162771,11,221300,11,24,3,3,5,144968,8352 8400 8432
test_183_aie22_hw_qor,cholesky,22,float,112,1,1,2,1,16,1,1,1,1716608,18,402763,43,27,2,2,5,161382,4926 4766
test_184_aie22_hw_qor,cholesky,22,float,48,10,3,3,1,16,default,default,default,,,,,,,,,,
test_185_aie22_hw_qor,cholesky,22,cfloat,16,5,1,10,0,16,1,1,1,313816,119,23692,121,69,10,10,12,273220,4938 4470 4864 4864 4864 4864 4864 4862 4816 4790
test_186_aie22_hw_qor,cholesky,22,float,512,1,4,8,0,16,default,default,default,,,,,,,,,,
test_187_aie2_hw_qor,cholesky,2,float,24,184,3,1,1,16,default,default,default,,,,,,,,,,
test_188_aie2_hw_qor,cholesky,2,float,256,3,4,1,0,16,default,default,default,,,,,,,,,,
test_189_aie1_hw_qor,cholesky,1,cfloat,20,118,5,5,1,16,1,1,1,356113,774,45670,2811,445,61,61,144,2575471,2140 1954 1922 1922 1826 2352 2114 2050 2050 1922 1874 2050 2250 2098 2082 1902 2098 2066 2050 1922 1902 2098 2050 1906 2034 1836 2098 2098 1826 2050 1886 1906 2176 2034 1870 2160 1938 2050 1870 2066 1906 1982 2160 1924 1982 1908 1872 1888 1868 2160 2098 1840 1924 1874 1966 1840 1876 1982 1872 2144 1910
test_190_aie1_hw_qor,cholesky,1,float,64,1,2,4,0,16,1,1,1,94883,254,15024,727,57,12,12,18,179972,2130 3324 2098 2098 2614 2876 3116 3068 2210 2078 3260 3268
test_191_aie1_hw_qor,cholesky,1,float,72,4,3,1,1,16,1,1,1,236202,174,99180,176,59,6,6,15,249106,2838 2978 2838 3696 3486 3494
test_192_aie1_hw_qor,cholesky,1,cfloat,36,10,3,7,1,16,1,1,1,406666,287,37659,1746,260,36,36,86,1136924,2184 2184 2152 2184 3196 2168 2168 3074 3048 2520 2536 2504 2536 2536 2890 2218 2876 2234 2186 2218 2234 2816 3010 2940 3208 2306 3058 2892 2864 2338 3240 2842 2970 3062 2092 2680
test_193_aie1_hw_qor,cholesky,1,float,8,3,1,7,0,16,1,1,1,3453,831,366,1095,36,7,7,12,44215,2044 1790 1838 1824 1732 1728 1702
test_194_aie2_hw_qor,cholesky,2,cfloat,32,15,2,3,0,16,1,1,1,3003571,24,589686,75,116,9,9,20,780016,2464 3392 10272 3184 2464 3024 8896 9424 9248
test_195_aie2_hw_qor,cholesky,2,cfloat,24,53,3,7,1,16,default,default,default,,,,,,,,,,
test_196_aie22_hw_qor,cholesky,22,cfloat,16,2,1,5,1,16,1,1,1,197734,25,21339,61,27,5,5,7,73122,5010 5000 4968 4896 4824
test_197_aie22_hw_qor,cholesky,22,cfloat,432,1,6,9,0,16,default,default,default,,,,,,,,,,
test_198_aie22_hw_qor,cholesky,22,cfloat,8,3,1,1,0,16,1,1,1,57475,9,20169,9,7,1,1,2,10810,4226
test_199_aie1_hw_qor,cholesky,1,cfloat,108,1,3,7,0,16,1,1,1,492614,213,45545,213,248,36,36,85,1052252,2142 2142 3066 2142 2126 2142 2126 2510 2478 2478 2814 2750 2494 2510 2826 2158 2838 2174 2126 2174 2126 2718 2960 2960 2960 2814 2798 2992 2718 2960 3008 2832 3088 3040 3072 2838
test_200_aie22_hw_qor,cholesky,22,cfloat,72,3,3,1,1,16,1,1,1,2517526,12,882436,12,63,6,6,12,361320,5306 5294 8938 5294 9064 8714
test_201_aie2_hw_qor,cholesky,2,cfloat,32,51,4,1,1,16,default,default,default,,,,,,,,,,
test_202_aie1_hw_qor,cholesky,1,cfloat,8,8,1,4,1,16,1,1,1,16519,229,2743,233,22,4,4,7,59460,2286 2046 1998 1966
test_203_aie2_hw_qor,cholesky,2,cfloat,72,4,3,10,1,16,default,default,default,,,,,,,,,,
test_204_aie1_hw_qor,cholesky,1,float,160,4,5,5,1,16,1,1,1,1535067,405,189598,1660,435,61,61,135,2779471,2162 2162 2162 2162 3494 2592 2592 2592 2592 3712 2242 2194 2194 3486 2226 2592 2624 2592 3370 3034 2592 3018 3402 2592 2592 2194 3174 2242 2796 2194 3034 2624 2592 3900 3018 2592 2592 3900 2974 3230 2618 3900 2986 2666 2592 2592 3022 3182 2194 2194 3628 3170 2618 2974 3230 3118 3310 2138 2974 3230 2618
test_205_aie22_hw_qor,cholesky,22,cfloat,48,48,6,2,0,16,default,default,default,,,,,,,,,,
test_206_aie2_hw_qor,cholesky,2,cfloat,4,12,1,1,1,16,1,1,1,104611,5,43679,5,7,1,1,2,10712,7808
test_207_aie1_hw_qor,cholesky,1,float,72,1,1,6,0,16,1,1,1,144200,184,20423,443,39,6,6,12,175590,3124 2876 3124 3124 3108 1912
test_208_aie2_hw_qor,cholesky,2,float,96,19,4,3,0,16,default,default,default,,,,,,,,,,
test_209_aie22_hw_qor,cholesky,22,float,384,1,4,1,1,16,default,default,default,,,,,,,,,,
test_210_aie1_hw_qor,cholesky,1,float,24,15,3,7,1,16,1,1,1,81810,999,7512,958,171,36,36,64,487772,2156 1998 1822 1998 1790 1982 1966 2132 1970 1934 2142 1902 2126 2110 1980 1970 1870 2046 1822 2030 1998 1858 2024 1884 2064 2016 1858 2008 1932 2064 2016 1874 2196 1858 2224 2150
test_211_aie1_hw_qor,cholesky,1,cfloat,40,26,5,2,0,16,1,1,1,407967,284,109717,284,217,25,25,60,1181091,2854 2122 3324 2362 2898 2154 3340 2362 2564 2346 2564 2346 3308 2564 2378 2516 2898 2154 2564 2564 2378 2106 2394 2394 2564
test_212_aie1_hw_qor,cholesky,1,float,112,1,2,8,1,16,1,1,1,488728,879,43315,271,162,22,22,54,736312,2098 2098 2098 2768 2146 2146 2146 2146 2980 3148 3148 3148 2892 3116 3116 2354 3284 3300 3100 3348 3348 3348
test_213_aie22_hw_qor,cholesky,22,cfloat,48,44,6,1,0,16,default,default,default,,,,,,,,,,
test_214_aie1_hw_qor,cholesky,1,cfloat,224,1,4,4,0,16,1,1,1,1338808,102,293300,626,257,36,36,70,1342996,2622 2864 2670 2698 2928 2698 2670 2622 2864 2670 2622 2864 2030 2030 3136 2698 2382 2382 3360 2382 2670 2382 3360 2670 2030 2030 2030 2906 3166 2382 2382 2382 2922 1998 1998 1998
test_215_aie1_hw_qor,cholesky,1,float,8,14,1,2,1,16,1,1,1,14552,270,4105,272,11,2,2,4,30626,1696 1974
test_216_aie1_hw_qor,cholesky,1,float,8,100,1,6,1,16,1,1,1,97358,342,16217,1286,45,6,6,12,206566,1664 1672 1690 1574 1574 1562
test_217_aie2_hw_qor,cholesky,2,float,40,62,5,9,1,16,default,default,default,,,,,,,,,,
test_218_aie22_hw_qor,cholesky,22,float,480,1,6,4,1,16,default,default,default,,,,,,,,,,
test_219_aie1_hw_qor,cholesky,1,float,128,2,2,8,1,16,default,default,default,,,,,,,,,,
test_220_aie1_hw_qor,cholesky,1,cfloat,256,1,4,2,1,16,1,1,1,1671182,66,697898,1508,152,20,20,38,1089964,2592 2738 2762 2558 3278 2504 2958 2014 3278 2504 2962 2046 3278 2504 2592 2558 2962 2046 2592 2558
test_221_aie1_hw_qor,cholesky,1,cfloat,8,3,1,8,0,16,1,1,1,3384,487,465,563,40,8,8,12,64648,1710 1754 1792 1806 2046 2046 1998 1982
test_222_aie1_hw_qor,cholesky,1,float,64,2,2,5,1,16,1,1,1,217618,272,28144,272,76,15,15,25,366085,3494 2162 2210 2162 2210 2894 3182 2666 3246 3214 2186 2330 3390 3358 3358
test_223_aie1_hw_qor,cholesky,1,cfloat,8,44,1,6,1,16,1,1,1,50165,253,8253,426,39,6,6,13,185446,1676 1662 1918 1918 1854 1838
test_224_aie22_hw_qor,cholesky,22,cfloat,264,1,3,2,1,16,default,default,default,,,,,,,,,,
test_225_aie22_hw_qor,cholesky,22,float,32,38,2,5,0,16,1,1,1,2765862,57,420774,427,130,15,15,25,770306,3496 3610 3550 3496 3608 3488 3786 5414 3102 3628 3540 3500 3102 3102 3102
test_226_aie2_hw_qor,cholesky,2,float,16,10,2,1,0,16,1,1,1,220053,26,92062,26,19,3,3,6,44428,7792 2016 8512
test_227_aie22_hw_qor,cholesky,22,float,16,14,1,2,0,16,1,1,1,478600,35,106052,152,18,2,2,4,95334,3316 3320
test_228_aie1_hw_qor,cholesky,1,cfloat,72,11,6,3,1,16,default,default,default,,,,,,,,,,
test_229_aie22_hw_qor,cholesky,22,float,32,1,2,9,1,16,1,1,1,126407,257,8632,104,104,25,25,31,173507,3480 3608 5486 3118 3578 3174 3118 3590 3118 3070 3310 3118 3590 3070 3374 3118 3494 3558 3382 3686 3736 3494 3746 3746 3634
test_230_aie22_hw_qor,cholesky,22,float,16,46,1,3,1,16,1,1,1,1272826,33,291057,209,33,3,3,7,202393,3404 3266 3238
test_231_aie2_hw_qor,cholesky,2,float,80,1,5,4,0,16,1,1,1,389299,84,56902,482,260,50,50,98,364802,2800 2816 2528 2528 2528 2528 2528 2816 4272 2448 2448 2448 2448 9936 2800 2816 2528 2448 2528 2816 2528 4272 2528 2528 2528 4272 2528 2528 2336 9728 2336 2336 2448 2816 9936 2448 2448 2528 2816 2448 2528 2800 8496 8592 8576 7840 2448 2816 2448 2800
test_232_aie22_hw_qor,cholesky,22,cfloat,72,14,3,7,1,16,default,default,default,,,,,,,,,,
test_233_aie22_hw_qor,cholesky,22,cfloat,80,5,2,8,0,16,default,default,default,,,,,,,,,,
test_234_aie1_hw_qor,cholesky,1,float,40,54,5,7,0,16,default,default,default,,,,,,,,,,
test_235_aie1_hw_qor,cholesky,1,float,40,7,5,4,1,16,1,1,1,53022,1025,8134,1035,240,50,50,79,462374,1998 2140 1966 1966 2142 2436 2142 2126 2268 2030 2046 2046 2142 2260 2142 2126 2142 2142 2110 2142 2354 2276 1976 1898 2114 2148 2142 1946 2322 1992 2114 2100 2046 2076 2046 2014 2142 1946 2354 2148 1976 2114 1970 1904 1948 1836 2046 2114 2274 2148
test_236_aie1_hw_qor,cholesky,1,float,16,2,2,2,1,16,1,1,1,4091,441,1052,1927,29,6,6,9,36738,2156 1982 1980 2132 1970 1922
test_237_aie2_hw_qor,cholesky,2,cfloat,440,1,5,2,1,16,default,default,default,,,,,,,,,,
test_238_aie2_hw_qor,cholesky,2,cfloat,24,74,6,9,0,16,default,default,default,,,,,,,,,,
test_239_aie2_hw_qor,cholesky,2,cfloat,24,6,3,3,1,16,1,1,1,498704,30,95983,33,84,18,18,25,230822,8560 7984 8560 2496 2816 9936 2832 2432 2432 2816 2496 2832 2544 4160 2544 2320 9792 2320
test_240_aie2_hw_qor,cholesky,2,cfloat,12,51,1,3,1,16,default,default,default,,,,,,,,,,
test_241_aie1_hw_qor,cholesky,1,cfloat,20,3,1,4,0,16,1,1,1,51183,176,8459,444,30,4,4,9,115268,2798 2126 2304 2304
test_242_aie2_hw_qor,cholesky,2,float,72,1,1,1,0,16,default,default,default,,,,,,,,,,
test_243_aie22_hw_qor,cholesky,22,cfloat,16,119,2,1,0,16,1,1,1,2869667,15,1500838,15,52,3,3,7,379315,4418 4394 7314
test_244_aie2_hw_qor,cholesky,2,float,40,4,1,7,1,16,1,1,1,1256587,66,119960,66,82,7,7,17,443201,8704 8704 9184 8512 9408 9392 9376
test_245_aie1_hw_qor,cholesky,1,float,16,2,1,8,0,16,1,1,1,11127,1242,1057,1428,42,8,8,14,73864,2238 2622 2030 2046 2046 2046 2014 1950
test_246_aie22_hw_qor,cholesky,22,cfloat,432,1,6,6,1,16,default,default,default,,,,,,,,,,
test_247_aie22_hw_qor,cholesky,22,float,32,59,2,3,0,16,default,default,default,,,,,,,,,,
test_248_aie2_hw_qor,cholesky,2,float,8,11,1,7,0,16,1,1,1,189174,45,19936,44,30,7,7,8,77025,7840 7776 7856 7872 7744 7728 7664
test_249_aie1_hw_qor,cholesky,1,float,216,1,3,6,1,16,1,1,1,1195864,154,188204,246,207,33,33,68,976475,3260 1998 1998 1998 1998 1998 2836 3608 2382 2382 2382 2382 2972 3480 2052 2052 2052 2052 2840 3032 2486 3032 3032 2486 3032 2840 3032 3032 2984 3232 1982 3232 3232
test_250_aie2_hw_qor,cholesky,2,cfloat,28,4,1,2,1,16,1,1,1,723995,18,208149,30,30,2,2,5,160432,9008 8992
test_251_aie2_hw_qor,cholesky,2,cfloat,8,2,1,6,1,16,1,1,1,47001,28,5556,28,26,6,6,7,42128,7920 7872 8480 8480 8464 8400
test_252_aie1_hw_qor,cholesky,1,float,240,1,5,1,0,16,default,default,default,,,,,,,,,,
test_253_aie2_hw_qor,cholesky,2,cfloat,44,2,1,8,0,16,1,1,1,1078544,82,104508,99,92,8,8,17,599232,8560 8752 9232 9248 8768 9024 8784 9248
test_254_aie2_hw_qor,cholesky,2,float,88,1,1,2,0,16,1,1,1,871014,38,253721,56,30,2,2,5,196270,9088 9056
test_255_aie2_hw_qor,cholesky,2,cfloat,140,6,5,1,0,16,default,default,default,,,,,,,,,,
test_256_aie1_hw_qor,cholesky,1,float,32,36,4,3,1,16,1,1,1,191675,762,37756,2454,194,26,26,59,782622,1938 1996 2132 2098 2066 2148 2066 2100 1998 2552 1884 2126 2466 1972 2126 2466 2020 1998 1998 2220 2126 2158 2468 1966 1966 2172
test_257_aie1_hw_qor,cholesky,1,float,64,8,4,4,1,16,1,1,1,299597,526,48627,1621,183,36,36,65,921044,2186 2922 2138 2186 2660 3378 2628 2644 2958 2170 2186 2138 2660 2478 2628 2478 2660 2660 3444 3412 2186 2138 2474 3370 2528 2116 2426 2528 2426 2164 2426 2474 2480 1946 2116 2832
test_258_aie22_hw_qor,cholesky,22,float,32,4,1,9,0,16,1,1,1,559775,196,40157,285,67,9,9,17,370763,4226 4224 4352 4368 4384 4370 4384 4530 4416
test_259_aie22_hw_qor,cholesky,22,float,144,2,3,2,0,16,1,1,1,3062794,41,708371,51,132,12,12,25,721386,5190 4982 5218 4972 7940 3936 4972 7766 4982 4048 7750 3842
test_260_aie1_hw_qor,cholesky,1,cfloat,64,6,4,9,0,16,1,1,1,618282,1415,50375,383,527,75,75,207,2495273,2524 2354 1980 2958 2892 3050 3148 3594 3460 2406 3644 3178 2406 3594 3460 3132 3644 3178 3460 2390 3178 3148 3610 3644 2752 2188 2236 2858 3020 2236 2220 2236 3178 4254 2698 2942 2698 2698 2698 2698 4254 2682 2682 2682 2682 2974 3130 2666 2236 2236 2236 2716 2236 2236 2824 2236 2236 2666 2698 4212 2910 2698 2698 2666 2666 2698 2202 2186 2202 2202 2202 2202 3164 2202 2186
test_261_aie1_hw_qor,cholesky,1,float,72,2,3,3,1,16,1,1,1,172159,258,33333,905,94,18,18,28,305814,2192 3478 2160 2606 3664 2574 2240 3486 2192 3004 2464 3164 2464 3004 3164 3148 2306 3324
test_262_aie2_hw_qor,cholesky,2,cfloat,144,2,4,9,0,16,default,default,default,,,,,,,,,,
test_263_aie22_hw_qor,cholesky,22,cfloat,176,1,2,1,1,16,default,default,default,,,,,,,,,,
test_264_aie22_hw_qor,cholesky,22,cfloat,24,6,1,8,0,16,1,1,1,1151047,73,91389,139,94,8,8,15,537040,4892 4700 4844 5020 5036 5312 5132 5404
test_265_aie22_hw_qor,cholesky,22,cfloat,16,27,2,2,1,16,1,1,1,1245015,19,276344,19,51,6,6,11,276774,4580 4598 4584 4660 4116 7402
test_266_aie2_hw_qor,cholesky,2,float,16,1,1,3,1,16,1,1,1,64071,25,12472,25,13,3,3,5,22085,8352 8512 8576
test_267_aie1_hw_qor,cholesky,1,float,24,99,3,2,1,16,default,default,default,,,,,,,,,,
test_268_aie1_hw_qor,cholesky,1,float,32,20,2,2,0,16,1,1,1,166898,237,51988,369,43,6,6,11,212226,2026 2752 2302 2282 2266 2064
test_269_aie2_hw_qor,cholesky,2,float,32,53,2,2,0,16,default,default,default,,,,,,,,,,
test_270_aie1_hw_qor,cholesky,1,float,80,25,5,2,0,16,1,1,1,1011702,256,440646,908,203,25,25,54,1139747,2752 2026 3250 2810 2516 2042 2516 3250 2216 3788 2270 2516 3250 2216 3788 2270 2042 2810 3788 2216 2270 2608 2240 2186 2216
test_271_aie22_hw_qor,cholesky,22,float,112,1,1,5,1,16,1,1,1,1383715,39,189895,100,55,5,5,10,328191,4908 5070 5070 4766 5070
test_272_aie1_hw_qor,cholesky,1,float,176,1,2,2,1,16,1,1,1,861074,69,295262,115,50,6,6,13,310146,3292 2014 2852 2808 2988 3000
test_273_aie2_hw_qor,cholesky,2,float,40,96,5,8,1,16,default,default,default,,,,,,,,,,
test_274_aie2_hw_qor,cholesky,2,float,8,1,1,5,0,16,1,1,1,31612,22,3583,22,21,5,5,6,25843,7728 7728 7632 7600 7584
test_275_aie2_hw_qor,cholesky,2,cfloat,20,170,5,2,1,16,default,default,default,,,,,,,,,,
test_276_aie1_hw_qor,cholesky,1,float,64,2,1,5,1,16,1,1,1,221183,167,35483,423,37,5,5,11,221653,2010 3198 3008 3230 3230
test_277_aie1_hw_qor,cholesky,1,cfloat,44,2,1,1,1,16,1,1,1,121573,60,72051,67,11,1,1,3,67153,2496
test_278_aie1_hw_qor,cholesky,1,cfloat,56,1,1,3,1,16,1,1,1,116888,81,27100,144,23,3,3,7,116083,2642 2638 2884
test_279_aie22_hw_qor,cholesky,22,cfloat,24,4,1,5,1,16,1,1,1,572704,34,69367,34,51,5,5,13,245794,4860 5334 5046 5516 5020
test_280_aie22_hw_qor,cholesky,22,cfloat,200,1,5,2,0,16,default,default,default,,,,,,,,,,
test_281_aie2_hw_qor,cholesky,2,cfloat,48,11,6,2,1,16,1,1,1,1553843,45,409133,45,197,36,36,54,808666,2752 4272 2752 2800 2544 4272 4208 2800 2544 2544 4208 4208 2432 2544 9984 4208 2320 2544 9792 4208 2752 4272 4208 2800 2544 9984 2432 8464 2752 8544 2752 10064 4272 9984 2800 2432
test_282_aie22_hw_qor,cholesky,22,float,48,9,3,4,0,16,1,1,1,1197128,96,150201,445,158,21,21,41,595385,3530 3566 3668 3666 3720 3824 3288 5902 3288 3422 3666 3824 3304 3720 3304 3172 5886 3172 3594 3172 5484
test_283_aie2_hw_qor,cholesky,2,cfloat,8,459,2,5,1,16,default,default,default,,,,,,,,,,
test_284_aie1_hw_qor,cholesky,1,float,80,2,2,10,1,16,1,1,1,417193,1235,34720,2455,193,28,28,58,928698,3310 2186 3390 3406 2290 2498 3326 3358 3406 2528 2738 3182 3230 3246 3246 2632 3230 3230 2162 2210 2210 2162 2162 2162 3082 2668 2210 2210
test_285_aie22_hw_qor,cholesky,22,cfloat,120,12,5,6,1,16,default,default,default,,,,,,,,,,
test_286_aie2_hw_qor,cholesky,2,cfloat,16,82,2,1,0,16,default,default,default,,,,,,,,,,
test_287_aie1_hw_qor,cholesky,1,cfloat,44,1,1,1,1,16,1,1,1,82464,67,35585,68,11,1,1,3,67153,2514
test_288_aie1_hw_qor,cholesky,1,float,48,40,6,1,0,16,1,1,1,215870,740,90798,742,219,21,21,61,956599,1966 1804 2236 2452 1966 1966 2468 1966 2452 2468 1966 2468 2236 2220 2436 2468 2452 2436 2220 2436 2172
test_289_aie22_hw_qor,cholesky,22,float,640,1,5,3,0,16,default,default,default,,,,,,,,,,
test_290_aie2_hw_qor,cholesky,2,float,32,9,2,2,1,16,1,1,1,826878,38,224996,38,47,6,6,8,193624,8656 8656 2880 2912 9952 2384
test_291_aie1_hw_qor,cholesky,1,float,80,32,5,2,0,16,1,1,1,1292494,256,563411,359,212,25,25,59,1426467,2752 2026 3250 2516 2810 2042 3250 2270 2216 2516 3788 3250 2516 2270 3788 2216 2810 2042 2270 2216 3788 2608 2240 2186 2216
test_292_aie1_hw_qor,cholesky,1,float,24,8,1,7,1,16,1,1,1,138085,221,21226,976,45,7,7,16,180279,2100 2934 2238 2084 2100 1828 1972
test_293_aie22_hw_qor,cholesky,22,cfloat,64,6,2,9,1,16,default,default,default,,,,,,,,,,
test_294_aie22_hw_qor,cholesky,22,cfloat,40,1,1,2,1,16,1,1,1,434571,15,106986,15,17,2,2,4,87156,5202 5258
test_295_aie1_hw_qor,cholesky,1,float,432,1,6,3,0,16,default,default,default,,,,,,,,,,
test_296_aie2_hw_qor,cholesky,2,cfloat,72,2,3,8,0,16,1,1,1,2533796,94,216802,231,330,42,42,86,1163692,10224 3232 2464 3408 2464 4416 3232 2464 2720 3408 2816 3408 3408 2464 2720 2464 2720 2464 2720 3408 2464 2720 8624 9424 9424 9408 9264 9456 2816 3408 3408 3408 2512 2512 2512 2512 3232 2512 3408 10128 9264 9408
test_297_aie1_hw_qor,cholesky,1,float,24,21,3,2,0,16,1,1,1,73621,495,20232,962,64,12,12,19,248548,1936 2002 1920 2112 2236 2046 2112 2452 1954 2142 2156 1998
test_298_aie2_hw_qor,cholesky,2,float,32,90,4,3,0,16,default,default,default,,,,,,,,,,
test_299_aie2_hw_qor,cholesky,2,cfloat,68,1,1,7,1,16,1,1,1,1140062,23,146716,60,61,7,7,14,335080,9152 9152 8368 9152 9152 8896 9152
test_300_aie22_hw_qor,cholesky,22,float,320,1,5,3,0,16,default,default,default,,,,,,,,,,
test_301_aie1_hw_qor,cholesky,1,float,48,27,3,4,0,16,1,1,1,498544,330,100986,1413,150,21,21,40,843639,2026 2026 2026 2752 2302 2516 2516 3868 2250 3232 2042 2042 2282 2384 2334 2064 2330 2266 2282 2384 2334
test_302_aie22_hw_qor,cholesky,22,float,336,1,3,2,0,16,default,default,default,,,,,,,,,,
test_303_aie22_hw_qor,cholesky,22,cfloat,8,9,1,4,1,16,1,1,1,292917,16,36855,77,22,4,4,7,64744,4328 4306 4242 4286
test_304_aie1_hw_qor,cholesky,1,cfloat,80,3,5,3,1,16,1,1,1,294461,250,57141,277,200,40,40,63,866288,2892 2990 2848 2970 2880 2236 3340 2986 2698 2942 2990 3876 3184 2236 2220 2986 2942 2986 2942 2990 2698 3876 3700 2666 2682 2990 2698 3892 3700 2698 2666 3184 2236 2236 3700 2698 2682 3184 2202 2170
test_305_aie1_hw_qor,cholesky,1,cfloat,80,14,5,2,1,16,1,1,1,847920,174,360108,226,205,25,25,58,1265059,3040 2058 3572 2570 3040 2092 3572 2570 2814 2648 4116 3572 2570 2814 2648 4116 3040 2092 2814 2648 4116 2548 2588 2706 2648
test_306_aie22_hw_qor,cholesky,22,cfloat,120,5,3,7,0,16,default,default,default,,,,,,,,,,
test_307_aie22_hw_qor,cholesky,22,cfloat,80,8,5,2,0,16,default,default,default,,,,,,,,,,
test_308_aie2_hw_qor,cholesky,2,cfloat,52,2,1,9,0,16,1,1,1,1224179,31,134314,104,86,9,9,17,480664,8656 8464 9152 8672 8688 9152 9152 8928 9152
test_309_aie22_hw_qor,cholesky,22,float,288,3,6,1,0,16,default,default,default,,,,,,,,,,
test_310_aie22_hw_qor,cholesky,22,cfloat,96,3,4,9,1,16,default,default,default,,,,,,,,,,
test_311_aie2_hw_qor,cholesky,2,float,168,3,3,2,0,16,default,default,default,,,,,,,,,,
test_312_aie1_hw_qor,cholesky,1,cfloat,84,3,3,4,0,16,1,1,1,432172,140,92235,823,136,21,21,38,612247,2074 2074 2074 3020 2706 3468 2426 2426 2708 2840 2108 2108 2692 2916 2712 2702 2908 2748 2692 2916 2712
test_313_aie2_hw_qor,cholesky,2,cfloat,64,29,4,7,1,16,default,default,default,,,,,,,,,,
