Test Name,UUT_KERNEL,AIE_VARIANT,DATA_TYPE,DIM_SIZE,NUM_FRAMES,GRID_DIM,CASC_LEN,DIAG_INV,NITER,COMPILE,SIM,FUNC,Latency,Throughput,cycleCountAvg,throughputCycleCount,NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
test_323_aie1_hw_qor,cholesky,1,cfloat,280,1,5,2,1,16,1,1,1,1479304,87,637262,116,203,25,25,56,1135075,2942 1998 2382 2030 3166 2962 2382 3166 2428 3182 2670 2382 3166 2428 3182 2670 2030 2962 3182 2428 2670 2622 2718 2472 2428
test_324_aie2_hw_qor,cholesky,2,cfloat,240,1,4,7,0,16,default,default,default,,,,,,,,,,
test_325_aie22_hw_qor,cholesky,22,cfloat,16,5,1,9,1,16,1,1,1,367010,116,27581,117,62,9,9,14,247946,4944 4916 4916 4916 5012 4916 4916 4884 4822
test_326_aie22_hw_qor,cholesky,22,cfloat,160,5,4,2,1,16,default,default,default,,,,,,,,,,
test_327_aie2_hw_qor,cholesky,2,cfloat,208,1,4,1,0,16,default,default,default,,,,,,,,,,
test_328_aie1_hw_qor,cholesky,1,cfloat,224,1,4,1,1,16,default,default,default,,,,,,,,,,
test_329_aie1_hw_qor,cholesky,1,cfloat,108,1,3,1,1,16,1,1,1,257378,89,108040,93,59,6,6,15,278290,2616 2572 2524 3294 3106 3086
test_330_aie22_hw_qor,cholesky,22,cfloat,88,1,1,4,0,16,1,1,1,2680192,10,422358,25,49,4,4,8,332136,5164 5334 5110 5366
test_331_aie2_hw_qor,cholesky,2,float,16,47,1,6,1,16,default,default,default,,,,,,,,,,
test_332_aie22_hw_qor,cholesky,22,cfloat,24,3,1,2,0,16,1,1,1,449150,16,107084,16,17,2,2,4,92788,5294 5260
test_333_aie22_hw_qor,cholesky,22,float,32,21,2,7,1,16,1,1,1,-1,-1,207653,81,183,21,21,31,1172598,5434 3496 3172 3722 3172 3668 3590 3634 3746 3746 3172 3172 3172 3172 3636 3678 3790 3628 3748 3790 3532
test_334_aie1_hw_qor,cholesky,1,cfloat,40,47,5,2,0,16,1,1,1,571172,215,243384,866,178,25,25,50,1078883,1994 2010 2770 2726 2250 3212 2250 3212 2420 2250 2420 2250 3212 2420 2250 2420 2010 2770 2250 2420 2420 2010 2250 2250 2420
test_335_aie22_hw_qor,cholesky,22,cfloat,16,65,2,7,1,16,default,default,default,,,,,,,,,,
test_336_aie1_hw_qor,cholesky,1,float,160,7,5,5,1,16,1,1,1,1757949,324,333127,1644,440,61,61,145,2469327,2050 2050 2050 2050 3334 2480 2480 2480 2480 3600 3342 2098 2098 2098 2098 2480 2480 2480 3258 2890 2890 3258 2480 2480 2480 2098 2098 2098 3014 2668 2480 2890 2480 3788 2890 2480 2480 3788 2878 3086 2522 2878 2480 3788 2480 2522 3086 2890 2098 3532 3010 2098 2522 2878 3086 3006 3198 2026 2878 3086 2522
test_337_aie1_hw_qor,cholesky,1,cfloat,36,5,3,8,1,16,1,1,1,198888,660,16869,1741,207,42,42,90,750798,2680 1970 2842 2208 2970 2986 2288 2490 2924 2864 3010 2892 2864 2304 3010 2490 2892 2892 2234 3126 2186 2218 2186 2218 2876 3078 2536 3564 2504 2520 2504 2520 3090 3256 2184 2184 2184 2168 2152 2152 3196 2168
test_338_aie22_hw_qor,cholesky,22,cfloat,96,14,4,2,1,16,default,default,default,,,,,,,,,,
test_339_aie22_hw_qor,cholesky,22,cfloat,16,66,2,2,1,16,1,1,1,2259880,15,675867,75,63,6,6,13,332134,4046 4534 7332 4610 4510 4528
test_340_aie22_hw_qor,cholesky,22,cfloat,24,35,3,2,0,16,1,1,1,2324712,27,519556,27,132,12,12,25,700880,4610 4630 4610 4602 4138 7612 4602 4298 4630 7766 4116 7400
test_341_aie2_hw_qor,cholesky,2,cfloat,8,13,2,3,0,16,1,1,1,271958,15,51351,62,41,9,9,14,81072,1808 2016 2064 1808 1984 8816 7984 7936 7904
test_342_aie2_hw_qor,cholesky,2,cfloat,152,1,2,2,0,16,default,default,default,,,,,,,,,,
test_343_aie2_hw_qor,cholesky,2,float,8,25,1,1,1,16,1,1,1,424230,11,177291,11,7,1,1,2,30167,7680
test_344_aie22_hw_qor,cholesky,22,float,64,2,2,2,1,16,1,1,1,605289,46,139023,47,36,6,6,9,176180,4580 4626 4552 4514 4064 7570
test_345_aie2_hw_qor,cholesky,2,float,24,121,3,4,0,16,default,default,default,,,,,,,,,,
test_346_aie1_hw_qor,cholesky,1,float,160,3,5,1,1,16,1,1,1,616800,223,258221,223,150,15,15,38,808653,3494 3744 3744 3486 3744 2838 3744 3744 2838 3486 3744 2838 3486 2978 2838
test_347_aie2_hw_qor,cholesky,2,cfloat,8,2,2,1,1,16,1,1,1,27754,13,8839,14,18,3,3,6,16784,7952 2112 8848
test_348_aie22_hw_qor,cholesky,22,cfloat,96,2,3,5,1,16,1,1,1,4775238,24,526452,49,199,27,27,56,1216979,5232 5036 5550 5550 4782 9118 4782 4782 5520 5232 5550 5038 5036 5038 5550 4686 9086 4686 5038 5374 4686 4686 8714 5502 4762 5726 5726
test_349_aie1_hw_qor,cholesky,1,cfloat,48,16,4,2,1,16,1,1,1,430656,146,149307,214,141,20,20,39,647052,2242 2920 2198 2746 3528 3052 3528 2408 2040 2408 3036 2090 3528 2408 2242 3036 2920 2242 2090 2920
test_350_aie2_hw_qor,cholesky,2,cfloat,20,18,1,4,0,16,default,default,default,,,,,,,,,,
test_351_aie1_hw_qor,cholesky,1,cfloat,40,41,5,1,1,16,1,1,1,366696,212,226522,217,123,15,15,31,699533,2726 3212 2786 3212 3212 3212 2420 3212 2420 2786 3212 2420 2786 2250 2420
test_352_aie1_hw_qor,cholesky,1,float,88,1,1,8,0,16,1,1,1,239828,212,25807,581,56,8,8,15,319688,2892 3140 3140 2162 3140 3124 3140 1938
test_353_aie2_hw_qor,cholesky,2,float,32,5,2,8,1,16,1,1,1,-1,-1,98120,54,102,22,22,29,357931,8528 8560 8704 7968 8720 8688 8720 2800 2848 2944 2624 2944 2960 2960 2368 2384 2384 2384 2384 2384 2384 8432
test_354_aie22_hw_qor,cholesky,22,cfloat,32,58,4,4,0,16,default,default,default,,,,,,,,,,
test_355_aie22_hw_qor,cholesky,22,float,96,15,6,4,0,16,default,default,default,,,,,,,,,,
test_356_aie1_hw_qor,cholesky,1,cfloat,60,1,1,6,0,16,1,1,1,120869,142,18391,343,41,6,6,12,234342,2836 1986 2820 2836 2622 2836
test_357_aie2_hw_qor,cholesky,2,cfloat,32,38,4,5,1,16,1,1,1,5433166,45,668376,63,471,42,42,102,2801524,2560 2896 2320 2560 2592 4224 8592 9792 8576 2576 2576 2832 2320 2832 2560 2560 2592 2320 2560 2320 8064 2832 2896 2592 2448 2576 2448 2560 2448 2560 2592 2448 2832 10000 8064 8512 2896 2448 2592 2448 2832 2448
test_358_aie1_hw_qor,cholesky,1,float,400,1,5,4,0,16,default,default,default,,,,,,,,,,
test_359_aie2_hw_qor,cholesky,2,float,160,2,5,4,1,16,default,default,default,,,,,,,,,,
test_360_aie22_hw_qor,cholesky,22,cfloat,176,1,2,4,0,16,default,default,default,,,,,,,,,,
test_361_aie1_hw_qor,cholesky,1,float,352,1,4,7,1,16,1,1,1,3152390,169,434039,1040,401,58,58,127,2406222,3292 2014 2014 2014 2014 2014 2014 2414 2414 3428 2414 2414 2414 2414 3276 2068 2068 2068 2068 2068 2068 2486 3048 2808 2414 2414 2414 2414 2486 3048 2808 2414 2414 2414 2414 1982 3248 3000 2068 2068 2068 2068 3048 2808 3048 2852 3048 2808 3048 2852 3048 2852 3248 2988 2808 3048 3000 3248
test_362_aie22_hw_qor,cholesky,22,float,288,2,6,8,0,16,default,default,default,,,,,,,,,,
test_363_aie1_hw_qor,cholesky,1,cfloat,16,4,4,3,0,16,1,1,1,7376,561,1404,1250,118,26,26,39,156190,2150 1908 2150 1928 1908 1880 1908 1880 1858 2098 2352 1886 2066 2288 1886 2066 2272 2236 2098 2050 2368 2034 2114 2156 1938 1938
test_364_aie1_hw_qor,cholesky,1,float,160,2,5,1,1,16,1,1,1,424899,216,177756,216,100,15,15,30,563277,3494 3744 3486 3744 3744 2838 3744 2838 3744 3486 3744 2838 3486 2978 2838
test_365_aie2_hw_qor,cholesky,2,cfloat,140,6,5,2,0,16,default,default,default,,,,,,,,,,
test_366_aie2_hw_qor,cholesky,2,float,40,179,5,2,0,16,default,default,default,,,,,,,,,,
test_367_aie2_hw_qor,cholesky,2,float,8,173,1,1,1,16,1,1,1,1971991,11,1226757,11,15,1,1,3,93143,7584
test_368_aie2_hw_qor,cholesky,2,float,352,2,4,8,0,16,default,default,default,,,,,,,,,,
test_369_aie2_hw_qor,cholesky,2,cfloat,152,1,2,4,1,16,default,default,default,,,,,,,,,,
test_370_aie22_hw_qor,cholesky,22,float,672,1,6,4,1,16,default,default,default,,,,,,,,,,
test_371_aie1_hw_qor,cholesky,1,float,32,9,2,2,1,16,1,1,1,81656,369,23348,370,47,6,6,12,193602,2922 2186 2446 2426 2474 2832
test_372_aie1_hw_qor,cholesky,1,cfloat,28,2,1,2,0,16,1,1,1,49867,128,15222,128,17,2,2,5,85154,2798 2786
test_373_aie2_hw_qor,cholesky,2,cfloat,8,18,1,4,1,16,1,1,1,656222,14,100041,14,27,4,4,5,110688,8432 8496 8464 8416
test_374_aie22_hw_qor,cholesky,22,cfloat,16,3,2,2,1,16,1,1,1,139939,19,30809,20,33,6,6,11,55654,4580 4598 4584 4660 4100 7386
test_375_aie22_hw_qor,cholesky,22,float,224,1,2,10,1,16,default,default,default,,,,,,,,,,
test_376_aie22_hw_qor,cholesky,22,float,96,2,2,2,0,16,1,1,1,1578020,39,368289,40,70,6,6,15,361076,5190 5218 4972 4982 3842 7750
test_377_aie22_hw_qor,cholesky,22,float,32,2,1,1,1,16,1,1,1,222643,27,78466,27,7,1,1,2,37555,4370
test_378_aie2_hw_qor,cholesky,2,float,144,2,6,6,1,16,default,default,default,,,,,,,,,,
test_379_aie2_hw_qor,cholesky,2,float,32,1,1,5,0,16,1,1,1,201453,49,25757,49,23,5,5,6,72947,9104 9328 8624 8624 8416
test_380_aie22_hw_qor,cholesky,22,cfloat,16,24,2,4,0,16,1,1,1,1554558,24,195737,214,84,12,12,16,424460,4508 4668 4656 4628 4440 4496 4480 4602 4072 7384 4116 4116
test_381_aie2_hw_qor,cholesky,2,cfloat,32,4,2,9,0,16,1,1,1,-1,-1,103349,308,123,25,25,33,577816,2384 2864 8960 2384 3008 2464 3184 2464 3136 9808 2624 2464 3392 2464 3104 2464 3152 8528 8160 8720 9424 8896 8864 8880 8912
test_382_aie22_hw_qor,cholesky,22,cfloat,48,3,2,4,1,16,1,1,1,1739483,23,231414,23,84,12,12,16,473228,4746 5500 5724 5708 5052 5342 5662 5662 8714 4684 4684 4684
test_383_aie22_hw_qor,cholesky,22,float,16,2,1,6,0,16,1,1,1,121923,50,10528,419,29,6,6,8,56626,3582 3320 3566 3236 3236 3216
test_384_aie2_hw_qor,cholesky,2,cfloat,8,3,1,4,1,16,1,1,1,109599,14,16691,14,16,4,4,4,33888,8416 8480 8448 8400
test_385_aie22_hw_qor,cholesky,22,float,144,5,3,8,1,16,default,default,default,,,,,,,,,,
test_386_aie1_hw_qor,cholesky,1,float,360,1,5,5,0,16,1,1,1,2161136,189,395461,820,384,61,61,123,1884367,1998 1998 3192 1998 1998 2382 2382 3412 2382 2382 3192 2052 2052 2052 2052 2382 2382 2836 2382 3672 2382 2836 2382 3672 2382 2052 2936 2052 2804 2052 2836 2382 2382 3608 2836 2382 2382 3608 2840 3032 2836 2382 2382 2836 3608 2840 3032 2836 2052 2052 2952 3432 2840 3032 2836 2968 3032 3200 2836 2952 2840
test_387_aie1_hw_qor,cholesky,1,float,160,3,4,3,0,16,1,1,1,853962,197,229291,280,166,26,26,45,815934,3000 2978 2878 2916 2916 2878 2916 2878 2974 3484 2098 2906 3740 2480 2906 3740 2480 2098 2098 3290 2480 2480 3552 3282 2050 2050
test_388_aie1_hw_qor,cholesky,1,float,32,83,4,1,1,16,1,1,0,-1,-1,119854,554,82,10,10,20,470870,2012 2324 2124 2324 1822 2324 1822 1676 2124 1822
test_389_aie1_hw_qor,cholesky,1,float,32,18,2,1,1,16,1,1,1,118320,226,71599,241,26,3,3,7,124545,2216 2762 2192
test_390_aie22_hw_qor,cholesky,22,float,192,1,3,2,1,16,default,default,default,,,,,,,,,,
test_391_aie1_hw_qor,cholesky,1,cfloat,48,27,4,4,0,16,1,1,1,882085,192,198934,1152,272,36,36,80,1600276,2840 3112 2242 2602 2872 2122 2840 3112 2242 2840 3112 2242 2090 2090 3178 2688 2408 2408 3722 2946 2408 2408 3722 2946 2090 2090 2090 2980 2408 2408 2408 3528 2040 2040 2040 3032
test_392_aie2_hw_qor,cholesky,2,float,32,134,4,3,1,16,1,1,1,4743826,62,1248746,222,241,26,26,45,1353657,8480 2752 1984 1712 1808 2704 2112 1712 1808 1808 2112 7920 7872 8752 2112 1984 7808 1808 2112 8624 2704 2112 1808 1808 2112 1808
test_393_aie2_hw_qor,cholesky,2,cfloat,8,53,2,1,1,16,1,1,1,545154,13,227817,13,19,3,3,6,95120,7952 2112 8848
test_394_aie22_hw_qor,cholesky,22,float,16,15,1,7,0,16,1,1,1,924664,57,69946,423,53,7,7,12,278373,3216 3236 3348 3236 3582 3336 3582
test_395_aie1_hw_qor,cholesky,1,float,16,2,2,5,1,16,1,1,1,7757,500,913,2666,71,15,15,24,87237,1822 2140 1790 1982 1966 1858 1932 2016 2024 2064 1874 2196 1858 2224 2150
test_396_aie22_hw_qor,cholesky,22,float,80,49,5,3,0,16,default,default,default,,,,,,,,,,
test_397_aie2_hw_qor,cholesky,2,float,208,1,2,2,0,16,default,default,default,,,,,,,,,,
test_398_aie2_hw_qor,cholesky,2,cfloat,112,7,4,1,1,16,default,default,default,,,,,,,,,,
test_399_aie2_hw_qor,cholesky,2,cfloat,220,1,5,4,0,16,default,default,default,,,,,,,,,,
test_400_aie1_hw_qor,cholesky,1,cfloat,12,98,3,5,1,16,1,1,1,196305,458,25639,1610,200,27,27,63,951689,1872 2162 2078 1942 1888 2138 2028 1934 1966 1888 2138 2028 1874 1826 1826 1884 2160 1886 2160 1938 1906 1906 1794 1794 1794 1906 2156
test_401_aie22_hw_qor,cholesky,22,float,32,18,2,4,0,16,1,1,1,1656000,69,208269,322,118,12,12,27,608872,3530 3566 3678 3668 3172 3530 3172 3850 3720 3172 3824 5484
test_402_aie1_hw_qor,cholesky,1,float,120,1,3,1,1,16,1,1,1,209547,136,87833,142,42,6,6,12,182674,2844 2766 2766 3358 3556 3358
test_403_aie1_hw_qor,cholesky,1,float,8,28,1,7,1,16,1,1,1,27867,1023,3265,1109,37,7,7,14,146615,1718 1718 1674 1756 1834 2030 1816
test_404_aie2_hw_qor,cholesky,2,float,48,2,3,2,1,16,1,1,1,320982,45,84561,47,59,12,12,17,129330,8640 8560 2880 2832 2512 10144 2880 2832 2592 4320 2384 9952
test_405_aie1_hw_qor,cholesky,1,float,48,2,2,2,0,16,1,1,1,76415,202,21332,424,35,6,6,11,111234,3426 2176 3034 2988 3118 3098
test_406_aie1_hw_qor,cholesky,1,float,352,1,4,9,0,16,default,default,default,,,,,,,,,,
test_407_aie1_hw_qor,cholesky,1,cfloat,216,3,6,6,0,16,default,default,default,,,,,,,,,,
test_408_aie22_hw_qor,cholesky,22,cfloat,32,3,2,4,0,16,1,1,1,711069,26,92607,94,57,12,12,14,241868,5118 5130 5258 5280 5118 5038 5216 5168 4608 8570 4608 4608
test_409_aie2_hw_qor,cholesky,2,cfloat,12,15,1,8,1,16,1,1,1,923261,85,85804,116,78,8,8,18,348608,8656 9024 8656 8656 8576 8608 8608 8400
test_410_aie1_hw_qor,cholesky,1,cfloat,140,1,5,2,0,16,1,1,1,288759,188,77401,602,144,25,25,45,626147,2978 2130 3294 2498 2162 3026 3202 2498 2686 2572 3326 2498 3326 2572 3170 2638 2114 3026 2572 3202 2638 2530 2754 2690 2572
test_411_aie2_hw_qor,cholesky,2,cfloat,12,103,3,4,1,16,1,1,1,2889877,27,443014,129,153,21,21,28,807734,7952 8016 2032 7888 2000 2080 1888 7952 1888 2000 2032 2128 2000 2064 2080 1952 8848 1952 1920 1808 1808
test_412_aie2_hw_qor,cholesky,2,cfloat,48,19,4,9,1,16,default,default,default,,,,,,,,,,
test_413_aie1_hw_qor,cholesky,1,float,16,118,2,1,0,16,1,1,1,144605,300,86551,327,31,3,3,8,195009,2012 1822 1644
test_414_aie2_hw_qor,cholesky,2,float,64,30,4,9,1,16,default,default,default,,,,,,,,,,
test_415_aie22_hw_qor,cholesky,22,cfloat,56,2,1,8,1,16,1,1,1,1842240,22,176401,93,84,8,8,16,494608,5448 5448 5264 5448 4936 4818 4936 4936
test_416_aie1_hw_qor,cholesky,1,cfloat,24,64,6,2,1,16,1,1,1,137678,722,37163,1879,204,36,36,56,1099012,1918 1852 1918 2384 1852 1918 2336 1886 2098 2266 2336 1886 2114 2368 2098 2266 2336 1918 1886 2114 2368 1918 2336 1886 2114 2368 2114 2368 2114 2368 2114 2368 2098 2266 1970 2124
test_417_aie1_hw_qor,cholesky,1,float,48,3,6,8,1,16,1,1,1,42117,5835,3408,10632,623,134,134,307,853282,2276 2142 2142 2142 2110 2126 2110 2110 2142 2142 2110 2142 2276 2142 2126 2126 2076 2046 2030 2030 2046 2046 2046 1998 1946 2008 1982 1998 1982 2142 2354 2110 2126 2110 2110 1946 2024 2142 2354 2142 2126 2110 2110 2142 2110 2110 1946 2354 2008 2126 2126 1904 2322 1852 2030 2046 2046 2046 1998 2156 1998 1998 1998 1966 2002 1996 2142 2142 2274 2110 2002 1996 2142 2110 2274 2110 2002 1996 2142 2142 2110 2242 2002 2064 1992 2002 2008 2064 1898 1946 2002 2064 1930 1960 2142 1986 2142 1996 2110 2242 2146 1954 2182 1904 1962 1946 2048 1960 2046 1980 2046 2030 2002 1946 2020 2408 2064 1960 2126 2126 2126 2452 2142 2142 2142 2110 2268 2046 2046 2030 2030 2046 1998 1998
test_418_aie2_hw_qor,cholesky,2,cfloat,4,95,1,2,1,16,1,1,1,969312,7,260414,7,18,2,2,4,82096,7872 7840
test_419_aie22_hw_qor,cholesky,22,float,64,6,2,6,1,16,1,1,1,3066714,70,273771,265,167,18,18,37,1117980,4580 4690 4578 4658 4676 4692 4064 4552 4064 4656 4064 4656 4064 4592 4064 4512 7570 4412
test_420_aie22_hw_qor,cholesky,22,cfloat,24,96,3,2,1,16,default,default,default,,,,,,,,,,
test_421_aie22_hw_qor,cholesky,22,cfloat,8,46,1,3,1,16,1,1,1,1418754,13,224921,78,31,3,3,6,202350,4286 4216 4242
test_422_aie2_hw_qor,cholesky,2,cfloat,208,3,4,5,0,16,default,default,default,,,,,,,,,,
test_423_aie1_hw_qor,cholesky,1,float,24,4,1,2,1,16,1,1,1,70665,150,19074,575,18,2,2,5,64674,2020 3082
test_424_aie1_hw_qor,cholesky,1,cfloat,132,1,3,5,1,16,1,1,1,715709,160,90476,824,192,27,27,60,1161641,2858 3104 3120 2882 2718 2814 2960 2960 2766 2960 2960 2766 2126 2126 3328 2126 2878 2478 2798 3488 2478 2478 3070 2126 2126 2126 2142
test_425_aie2_hw_qor,cholesky,2,float,72,17,3,8,0,16,default,default,default,,,,,,,,,,
test_426_aie2_hw_qor,cholesky,2,cfloat,104,1,2,4,0,16,default,default,default,,,,,,,,,,
test_427_aie1_hw_qor,cholesky,1,float,96,2,4,1,0,16,1,1,1,159340,215,66842,216,66,10,10,20,231414,2822 2910 3680 2822 3434 2822 3680 3434 3680 3426
test_428_aie1_hw_qor,cholesky,1,cfloat,60,9,3,5,1,16,1,1,1,810835,136,154100,728,199,27,27,56,1081225,2074 2074 2074 3040 2074 3646 2426 2426 2426 4444 2108 2736 2108 2108 2690 3838 3678 3660 3838 3838 3660 3838 3678 2220 2926 2926 2760
test_429_aie22_hw_qor,cholesky,22,cfloat,16,122,2,2,1,16,default,default,default,,,,,,,,,,
test_430_aie22_hw_qor,cholesky,22,float,256,2,4,2,1,16,default,default,default,,,,,,,,,,
test_431_aie2_hw_qor,cholesky,2,cfloat,152,1,2,3,0,16,default,default,default,,,,,,,,,,
test_432_aie1_hw_qor,cholesky,1,cfloat,8,12,1,5,0,16,1,1,1,19653,321,2948,588,27,5,5,9,96853,2302 2062 2046 2014 1982
test_433_aie2_hw_qor,cholesky,2,float,8,23,1,4,0,16,1,1,1,682157,18,102060,18,19,4,4,5,77148,7824 7760 7744 7680
test_434_aie2_hw_qor,cholesky,2,float,8,13,1,4,0,16,1,1,1,386089,18,57758,18,19,4,4,5,51548,7808 7744 7728 7664
test_435_aie2_hw_qor,cholesky,2,float,40,2,1,6,0,16,1,1,1,576494,62,63742,62,43,6,6,7,208138,9200 9376 9376 8640 8640 8496
test_436_aie22_hw_qor,cholesky,22,cfloat,264,1,3,2,0,16,default,default,default,,,,,,,,,,
test_437_aie22_hw_qor,cholesky,22,float,48,3,1,2,0,16,1,1,1,779601,39,185714,39,30,2,2,5,175718,5048 5042
test_438_aie2_hw_qor,cholesky,2,float,24,20,1,2,1,16,default,default,default,,,,,,,,,,
test_439_aie22_hw_qor,cholesky,22,cfloat,16,28,2,3,1,16,1,1,1,1516894,23,244965,23,71,9,9,14,386073,4602 4460 4600 7402 4116 4116 4598 4620 4612
test_440_aie2_hw_qor,cholesky,2,cfloat,32,8,1,3,0,16,1,1,0,-1,-1,332410,43,39,3,3,6,277192,9120 8928 8672
test_441_aie22_hw_qor,cholesky,22,cfloat,24,54,3,10,0,16,default,default,default,,,,,,,,,,
test_442_aie2_hw_qor,cholesky,2,float,400,1,5,5,0,16,default,default,default,,,,,,,,,,
test_443_aie1_hw_qor,cholesky,1,cfloat,264,2,6,1,1,16,default,default,default,,,,,,,,,,
test_444_aie2_hw_qor,cholesky,2,float,8,193,1,2,0,16,default,default,default,,,,,,,,,,
test_445_aie22_hw_qor,cholesky,22,float,80,14,5,2,1,16,1,1,1,2175248,116,483914,116,225,25,25,45,1263371,5742 3472 3542 5710 3574 3288 5796 3542 3574 5710 5912 3304 5796 3288 3542 3574 5710 5912 3304 5912 3304 5468 3172 3458 3542
test_446_aie22_hw_qor,cholesky,22,float,48,11,3,9,1,16,1,1,1,-1,-1,147500,317,373,48,48,97,1642791,3668 3590 3288 3634 3746 3288 3288 3288 3614 3550 5982 3288 3638 3630 3590 3172 3304 3634 3746 3304 3746 3172 3304 3172 3304 3172 3304 3668 3172 3172 3304 3550 3172 5886 3614 3720 3172 3722 5468 3748 3638 3790 3636 3664 3678 3790 3288 3746
test_447_aie22_hw_qor,cholesky,22,cfloat,88,1,1,3,1,16,default,default,default,,,,,,,,,,
test_448_aie2_hw_qor,cholesky,2,float,80,13,5,5,0,16,1,1,1,5136467,99,628862,324,443,61,61,90,2305628,2912 2976 2528 2528 2528 10224 8608 2912 2976 2528 2608 2608 4432 2880 2528 2528 2528 10096 8576 2912 2976 2528 2880 2608 2608 4432 4304 2848 2608 2608 2608 2528 10144 2528 2528 2528 2912 2976 2528 2880 2848 2608 2608 4432 4304 4336 2608 2608 2608 2608 9920 2608 2608 2608 2384 2384 2384 2384 8640 8688 7888
test_449_aie2_hw_qor,cholesky,2,float,8,13,1,7,1,16,1,1,1,225194,44,23571,44,29,7,7,8,85217,7840 7776 7840 7840 7712 7648 7632
test_450_aie1_hw_qor,cholesky,1,float,480,1,6,1,0,16,default,default,default,,,,,,,,,,
test_451_aie1_hw_qor,cholesky,1,cfloat,16,9,1,5,1,16,1,1,1,84219,132,17105,168,32,5,5,8,134357,2660 2560 2160 1856 2000
test_452_aie1_hw_qor,cholesky,1,cfloat,72,2,3,5,0,16,1,1,1,302152,225,38245,247,191,27,27,55,738889,2860 3066 3034 2814 2840 3044 2820 3044 3028 2824 3028 2836 2252 2842 3308 2236 2252 3612 2538 2554 2834 2522 3132 2186 2202 2186 2186
test_453_aie1_hw_qor,cholesky,1,cfloat,52,1,1,5,1,16,1,1,1,90136,126,15066,362,31,5,5,9,156021,1970 2884 2884 2642 2884
test_454_aie22_hw_qor,cholesky,22,float,80,4,5,2,1,16,1,1,1,624327,116,138588,117,140,25,25,45,444107,3458 3472 3542 5710 3574 3288 5796 3542 3574 5710 5912 3304 5796 3288 3542 3574 5710 5912 3304 5912 3304 5468 3172 3542 5742
test_455_aie2_hw_qor,cholesky,2,float,24,11,1,2,0,16,1,1,1,1042616,27,283677,72,30,2,2,5,161454,8944 9200
test_456_aie2_hw_qor,cholesky,2,cfloat,8,346,2,6,1,16,1,1,1,5809408,16,947415,64,141,14,14,26,816880,7904 7840 7856 7968 1904 1984 1952 1760 2032 1760 1760 1760 7776 7744
test_457_aie22_hw_qor,cholesky,22,float,16,57,1,1,1,16,default,default,default,,,,,,,,,,
test_458_aie2_hw_qor,cholesky,2,cfloat,12,6,1,5,1,16,1,1,1,403572,20,51377,21,24,5,5,6,106424,9008 9104 8592 8560 8384
test_459_aie22_hw_qor,cholesky,22,cfloat,224,1,4,6,1,16,default,default,default,,,,,,,,,,
test_460_aie2_hw_qor,cholesky,2,float,16,4,2,3,0,16,1,1,1,157549,32,30005,32,39,9,9,12,65700,1952 1952 1968 8512 1760 1760 7968 7936 7952
test_461_aie2_hw_qor,cholesky,2,cfloat,12,35,1,2,1,16,1,1,1,1387965,10,486819,12,21,2,2,5,130352,8928 8448
test_462_aie1_hw_qor,cholesky,1,cfloat,16,5,2,2,1,16,1,1,1,21646,202,5897,576,32,6,6,9,73986,2870 2122 2676 2378 2498 2194
test_463_aie22_hw_qor,cholesky,22,float,128,12,4,2,1,16,default,default,default,,,,,,,,,,
test_464_aie2_hw_qor,cholesky,2,cfloat,40,3,2,10,1,16,1,1,1,1292640,167,107410,174,184,28,28,40,729224,9392 8208 9440 9408 8912 8592 9376 8880 8928 2640 3408 3408 3040 2464 3392 2464 3088 10016 2464 2464 2464 2800 3024 2464 3392 8976 2384 2464
test_465_aie1_hw_qor,cholesky,1,cfloat,12,11,1,1,1,16,1,1,1,60587,75,26235,75,11,1,1,3,55377,2624
test_466_aie2_hw_qor,cholesky,2,cfloat,8,1,1,5,0,16,1,1,1,30992,19,4027,19,20,5,5,6,29304,8192 8368 8384 8320 8304
test_467_aie22_hw_qor,cholesky,22,cfloat,56,2,1,7,0,16,1,1,1,1709056,21,176363,53,75,7,7,14,439446,4728 4920 5416 5416 5242 5416 5416
test_468_aie22_hw_qor,cholesky,22,cfloat,16,9,1,4,1,16,1,1,1,706385,25,95846,25,40,4,4,9,203496,5010 5032 4822 4976
test_469_aie2_hw_qor,cholesky,2,cfloat,12,34,1,8,0,16,1,1,1,1410618,24,194045,85,69,8,8,18,390080,8288 8448 8496 8496 8528 8880 8528 8544
test_470_aie2_hw_qor,cholesky,2,float,32,2,2,7,0,16,1,1,1,459095,53,40482,316,103,21,21,37,195604,2848 2384 2896 2384 2944 2384 2944 2384 9872 2432 2384 2848 2384 2608 8624 8688 8704 8704 7824 8560 7952
test_471_aie22_hw_qor,cholesky,22,cfloat,40,7,5,10,0,16,default,default,default,,,,,,,,,,
test_472_aie22_hw_qor,cholesky,22,cfloat,192,2,3,9,0,16,default,default,default,,,,,,,,,,
test_473_aie22_hw_qor,cholesky,22,float,400,1,5,1,0,16,default,default,default,,,,,,,,,,
test_474_aie22_hw_qor,cholesky,22,float,32,37,2,6,1,16,default,default,default,,,,,,,,,,
test_475_aie1_hw_qor,cholesky,1,float,64,1,1,9,1,16,1,1,1,136750,671,12188,613,65,9,9,20,372761,2130 2290 2322 2338 3040 3300 3300 3300 3284
