Library Element,Test Name,AIE_VARIANT,UUT_KERNEL,T_DATA_A,T_DATA_B,DATA_OUT_TYPE,P_DIM_A,P_DIM_AB,P_DIM_B,P_SHIFT,P_ROUND_MODE,P_SAT_MODE,P_DIM_A_LEADING,P_DIM_B_LEADING,P_DIM_OUT_LEADING,P_ADD_TILING_A,P_ADD_TILING_B,P_ADD_DETILING_OUT,P_INPUT_WINDOW_VSIZE_A,P_INPUT_WINDOW_VSIZE_B,P_CASC_LEN,UUT_SSR,SINGLE_BUF,COMPILE,SIM,FUNC,Latency (ns),Throughput (MSa/s),cycleCountAvg,throughputCycleCount,NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
matrix_mult,test_11025_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint16,cint32,4,48,48,16,0,0,1,0,0,0,0,0,192,2304,3,1,0,1,1,1,2074,310,735,326 MSa/s,17,3,3,6,31151,1872 1984 2064
matrix_mult,test_11027_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint16,26835,4,8,16,0,0,0,1,1,0,0,0,107340,32,1,15,0,1,1,1,54587,10695,10756,24948 MSa/s,240,15,15,30,1754190,976 976 976 976 976 976 976 976 976 976 976 976 976 976 976
matrix_mult,test_11031_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint32,86,8,40,16,0,0,0,0,1,0,0,0,688,320,1,2,0,1,1,1,9540,1061,4014,1071 MSa/s,18,2,2,4,70052,1088 1088
matrix_mult,test_11037_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint32,2200,32,12,16,0,0,0,1,1,0,0,0,70400,384,2,5,0,1,1,1,50665,1412,22703,1453 MSa/s,130,10,10,20,803975,1216 1360 1216 1360 1216 1360 1216 1360 1216 1360
matrix_mult,test_11039_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint16,cint32,174,4,72,16,0,0,0,1,1,0,0,0,696,288,1,3,0,1,1,1,33151,1124,5554,2819 MSa/s,27,3,3,6,124869,1072 1072 1072
matrix_mult,test_11041_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int16,20,132,632,16,0,0,0,0,0,0,0,0,2640,83424,3,1,0,1,1,1,70636,552,15370,1027 MSa/s,36,3,3,7,234521,1040 1072 1120
matrix_mult,test_11042_aie2_hw_qor,AIE-ML,matrix_mult,int16,int32,int32,16,28,1220,16,0,0,1,0,1,0,0,0,448,34160,7,4,0,1,1,1,55517,4940,4907,4973 MSa/s,268,28,28,77,1312180,944 992 992 992 992 992 1040 944 992 992 992 992 992 1040 992 992 944 992 992 992 1040 944 992 992 1040 992 992 992
matrix_mult,test_11045_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,159,8,40,16,0,0,0,0,0,0,0,0,1272,320,2,1,0,1,1,1,82795,228,34041,233 MSa/s,17,2,2,4,80730,1152 1200
matrix_mult,test_11046_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,2192,8,48,16,0,0,0,1,1,0,0,0,17536,384,1,16,0,1,1,1,104309,2978,30979,4245 MSa/s,208,16,16,32,1255712,1312 1312 1312 1312 1312 1312 1312 1312 1312 1312 1312 1312 1312 1312 1312 1312
matrix_mult,test_11049_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,96,4,48,16,0,0,0,0,0,0,0,0,384,192,1,4,0,1,1,1,3280,4965,549,10491 MSa/s,28,4,4,8,54844,1264 1264 1264 1264
matrix_mult,test_11053_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint32,800,12,16,16,0,0,1,0,0,0,0,0,9600,192,1,4,0,1,1,1,15439,2497,4039,3961 MSa/s,56,4,4,8,293456,1408 1408 1408 1408
matrix_mult,test_11059_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,72,8,1688,16,0,0,0,0,0,0,0,0,576,13504,2,9,0,1,1,1,66091,9199,15620,9725 MSa/s,180,18,18,36,1016244,1024 1232 1024 1232 1024 1232 1024 1232 1024 1232 1024 1232 1024 1232 1024 1232 1024 1232
matrix_mult,test_11060_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,1326,10,32,16,0,0,0,0,0,0,0,0,13260,320,1,6,0,1,1,1,131256,939,42045,1261 MSa/s,90,6,6,12,595500,1328 1328 1328 1328 1328 1328
matrix_mult,test_11064_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,12940,40,4,16,0,0,0,0,1,0,0,0,517600,160,10,5,0,default,default,default,,,,,,,,,,
matrix_mult,test_11066_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint32,10,744,8,16,0,0,0,1,1,0,0,0,7440,5952,1,1,0,1,1,1,12374,13,7558,13 MSa/s,17,1,1,3,110610,1232
matrix_mult,test_11070_aie2_hw_qor,AIE-ML,matrix_mult,int16,int32,int32,48,104,40,16,0,0,0,0,0,0,0,0,4992,4160,1,1,0,1,1,1,15158,337,7071,339 MSa/s,13,1,1,3,70799,1344
matrix_mult,test_11073_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,8,56,340,16,0,0,0,0,1,0,0,0,448,19040,2,1,0,1,1,1,41321,197,7689,442 MSa/s,19,2,2,4,105876,1152 1248
matrix_mult,test_11078_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint32,4,912,328,16,0,0,0,0,1,0,0,0,3648,299136,12,1,0,1,1,1,47303,85,6824,240 MSa/s,121,12,12,24,674657,1248 1248 1248 1248 1248 1248 1248 1248 1248 1248 1280 1184
matrix_mult,test_11080_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint16,104,492,8,16,0,0,0,0,0,0,0,0,51168,3936,3,2,0,1,1,1,13582,83,3890,267 MSa/s,50,6,6,12,255936,1168 1248 1280 1168 1248 1280
matrix_mult,test_11083_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int32,80,4,248,16,0,0,0,0,0,0,0,0,320,992,1,2,0,1,1,1,37973,2088,1935,12816 MSa/s,18,2,2,4,92958,1024 1024
matrix_mult,test_11086_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,510,28,112,16,0,0,0,0,0,0,0,0,14280,3136,1,15,0,1,1,1,87930,1917,37195,1919 MSa/s,285,15,15,46,1927950,1584 1584 1584 1584 1584 1584 1584 1584 1584 1584 1584 1584 1584 1584 1584
matrix_mult,test_11089_aie2_hw_qor,AIE-ML,matrix_mult,int16,int32,int32,3584,4,24,16,0,0,1,1,1,0,0,0,14336,96,1,7,0,1,1,1,39915,6350,4623,23257 MSa/s,70,7,7,14,422121,1104 1104 1104 1104 1104 1104 1104
matrix_mult,test_11100_aie2_hw_qor,AIE-ML,matrix_mult,int16,int32,int32,16,640,12,16,0,0,1,1,1,0,0,0,10240,7680,5,2,0,1,1,1,4126,156,1502,159 MSa/s,52,10,10,16,187206,1024 1056 1056 1056 1152 1024 1056 1056 1056 1152
matrix_mult,test_11105_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint32,1180,32,24,16,0,0,0,0,0,0,0,0,37760,768,1,5,0,1,1,1,94679,844,30577,1157 MSa/s,80,5,5,10,570330,1248 1248 1248 1248 1248
matrix_mult,test_11107_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int16,9828,16,12,16,0,0,1,0,0,0,0,0,157248,192,1,9,0,1,1,1,41820,4783,21684,6798 MSa/s,126,9,9,18,812871,1056 1056 1056 1056 1056 1056 1056 1056 1056
matrix_mult,test_11111_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,16,20,4,16,0,0,0,1,0,0,0,0,320,80,5,1,0,1,1,1,464,800,72,1111 MSa/s,25,5,5,10,14307,896 976 976 976 1120
matrix_mult,test_11114_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint16,80,8704,40,16,0,0,1,1,1,0,0,0,696320,348160,16,4,0,default,default,default,,,,,,,,,,
matrix_mult,test_11117_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint32,4113,16,16,16,0,0,1,0,0,0,0,0,65808,256,1,9,0,1,1,1,86129,2148,23639,3479 MSa/s,153,9,9,18,1091106,1104 1104 1104 1104 1104 1104 1104 1104 1104
matrix_mult,test_11118_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,24,12,3416,16,0,0,0,0,0,0,0,0,288,40992,3,6,0,1,1,1,123350,5319,18304,5600 MSa/s,240,18,18,42,1353366,1040 944 1056 1040 944 1056 1040 944 1056 1040 944 1056 1040 944 1056 1040 944 1056
matrix_mult,test_11126_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint16,cint32,62,16,64,16,0,0,1,0,0,0,0,0,992,1024,2,1,0,1,1,1,24930,465,10631,466 MSa/s,17,2,2,4,91939,1568 1600
matrix_mult,test_11128_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,25184,4,4,16,0,0,0,0,0,0,0,0,100736,16,1,8,0,1,1,1,29133,5150,11826,10647 MSa/s,120,8,8,16,824440,976 976 976 976 976 976 976 976
matrix_mult,test_11131_aie2_hw_qor,AIE-ML,matrix_mult,int16,int32,int32,42448,8,4,16,0,0,1,0,1,0,0,0,339584,32,1,14,0,1,1,1,21394,10956,7221,29392 MSa/s,182,14,14,28,1392594,1008 1008 1008 1008 1008 1008 1008 1008 1008 1008 1008 1008 1008 1008
matrix_mult,test_11134_aie2_hw_qor,AIE-ML,matrix_mult,int16,int32,int32,64,264,136,16,0,0,0,1,1,0,0,0,16896,35904,3,1,0,1,1,1,92784,275,27465,396 MSa/s,38,3,3,7,252569,1248 1296 1344
matrix_mult,test_11135_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,4136,24,16,16,0,0,0,0,1,0,0,0,99264,384,1,11,0,1,1,1,29128,3630,13607,6079 MSa/s,132,11,11,22,984357,1504 1504 1504 1504 1504 1504 1504 1504 1504 1504 1504
matrix_mult,test_11139_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint32,8448,40,4,16,0,0,0,0,0,0,0,0,337920,160,2,16,0,default,default,default,,,,,,,,,,
matrix_mult,test_11141_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int32,20224,20,8,16,0,0,1,0,1,0,0,0,404480,160,5,16,0,default,default,default,,,,,,,,,,
matrix_mult,test_11148_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,41080,20,4,16,0,0,1,1,0,0,0,0,821600,80,5,13,0,default,default,default,,,,,,,,,,
matrix_mult,test_11151_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int16,64,24,6352,16,0,0,1,1,1,0,0,0,1536,152448,6,16,0,default,default,default,,,,,,,,,,
matrix_mult,test_11152_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,16,28,1820,16,0,0,1,0,1,0,0,0,448,50960,7,2,0,1,1,1,95052,1534,22774,1598 MSa/s,168,14,14,30,965978,1024 1120 1120 1120 1120 1120 1104 1024 1120 1120 1120 1120 1120 1104
matrix_mult,test_11153_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint32,120,120,16,16,0,0,0,0,1,0,0,0,14400,1920,1,2,0,1,1,1,11350,333,6839,350 MSa/s,26,2,2,4,165672,1312 1312
matrix_mult,test_11154_aie2_hw_qor,AIE-ML,matrix_mult,int16,int32,int32,8,12,2608,16,0,0,1,0,1,0,0,0,96,31296,3,2,0,1,1,1,175750,1662,5235,4981 MSa/s,66,6,6,14,347314,1040 1024 1040 1040 1024 1040
matrix_mult,test_11155_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint16,133,3780,16,16,0,0,1,0,0,0,0,0,502740,60480,7,7,0,default,default,default,,,,,,,,,,
matrix_mult,test_11158_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,57,1196,16,16,0,0,0,0,0,0,0,0,68172,19136,13,1,0,1,1,1,70583,24,35595,32 MSa/s,144,13,13,26,894546,1328 1328 1328 1328 1328 1328 1328 1408 1264 1328 1328 1328 1328
matrix_mult,test_11160_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint16,5088,28,8,16,0,0,0,1,1,0,0,0,142464,224,7,6,0,default,default,default,,,,,,,,,,
matrix_mult,test_11161_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint32,16,72,696,16,0,0,0,0,0,0,0,0,1152,50112,6,2,0,1,1,1,50524,663,12450,1118 MSa/s,102,12,12,24,525428,1408 1280 1280 1280 1280 1376 1408 1280 1280 1280 1280 1376
matrix_mult,test_11164_aie2_hw_qor,AIE-ML,matrix_mult,int16,int32,int32,384,20,16,16,0,0,1,0,0,0,0,0,7680,320,1,8,0,1,1,1,1951,8246,897,8561 MSa/s,56,8,8,16,117880,1360 1360 1360 1360 1360 1360 1360 1360
matrix_mult,test_11171_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,35,20,144,16,0,0,1,1,0,0,0,0,700,2880,1,5,0,1,1,1,22797,659,9518,661 MSa/s,55,5,5,10,333210,1360 1360 1360 1360 1360
matrix_mult,test_11175_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,104,900,72,16,0,0,1,1,1,0,0,0,93600,64800,10,2,0,1,1,1,228184,64,132066,70 MSa/s,272,20,20,42,1949108,1216 1216 1216 1216 1216 1312 1184 1216 1216 1216 1216 1216 1216 1216 1216 1312 1184 1216 1216 1216
matrix_mult,test_11177_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,144,84,1272,16,0,0,1,0,1,0,0,0,12096,106848,7,12,0,default,default,default,,,,,,,,,,
matrix_mult,test_11180_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint16,1600,48,120,16,0,0,1,1,0,0,0,0,76800,5760,2,16,0,default,default,default,,,,,,,,,,
matrix_mult,test_11182_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,440,1696,16,16,0,0,0,1,1,0,0,0,746240,27136,8,11,0,default,default,default,,,,,,,,,,
matrix_mult,test_11183_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,88,72,32,16,0,0,1,1,1,0,0,0,6336,2304,3,1,0,1,1,1,58312,137,25523,137 MSa/s,33,3,3,6,189858,1488 1568 1664
matrix_mult,test_11193_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,32,424,8,16,0,0,1,1,1,0,0,0,13568,3392,2,2,0,1,1,1,5061,94,2786,114 MSa/s,30,4,4,8,173608,1488 1664 1488 1664
matrix_mult,test_11197_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint16,24,8,36,16,0,0,1,1,0,0,0,0,192,288,2,1,0,1,1,1,3166,832,1270,850 MSa/s,11,2,2,4,13977,1120 1424
matrix_mult,test_11210_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,48,264,48,16,0,0,1,0,0,0,0,0,12672,12672,11,4,0,default,default,default,,,,,,,,,,
matrix_mult,test_11214_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,16,184,40,16,0,0,0,0,1,0,0,0,2944,7360,1,2,0,1,1,1,16600,108,4054,197 MSa/s,24,2,2,4,150814,1504 1504
matrix_mult,test_11215_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,8,312,4,16,0,0,1,1,0,0,0,0,2496,1248,1,1,0,1,1,1,2758,16,808,49 MSa/s,9,1,1,2,32399,1184
matrix_mult,test_11218_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint32,4,24,56,16,0,0,1,1,1,0,0,0,96,1344,1,1,0,1,1,1,1637,414,528,530 MSa/s,7,1,1,2,11924,1248
matrix_mult,test_11224_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint16,cint32,36,48,752,16,0,0,0,0,0,0,0,0,1728,36096,6,9,0,default,default,default,,,,,,,,,,
matrix_mult,test_11226_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,98,14,1120,16,0,0,0,1,0,0,0,0,1372,15680,7,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_11228_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,64,2272,4,16,0,0,1,0,0,0,0,0,145408,9088,2,8,0,1,1,1,11571,29,1840,173 MSa/s,168,16,16,32,909472,1040 1152 1040 1152 1040 1152 1040 1152 1040 1152 1040 1152 1040 1152 1040 1152
matrix_mult,test_11229_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,22760,8,4,16,0,0,1,1,0,0,0,0,182080,32,2,10,0,1,1,1,22040,6236,9119,12486 MSa/s,190,20,20,40,1137480,976 944 976 944 976 944 976 944 976 944 976 944 976 944 976 944 976 944 976 944
matrix_mult,test_11234_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,41472,8,4,16,0,0,0,1,0,0,0,0,331776,32,2,12,0,1,1,1,23695,9577,7801,26591 MSa/s,300,24,24,48,2046192,1088 1056 1088 1056 1088 1056 1088 1056 1088 1056 1088 1056 1088 1056 1088 1056 1088 1056 1088 1056 1088 1056 1088 1056
matrix_mult,test_11237_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,3,4,72,16,0,0,0,1,0,0,0,0,12,288,2,1,0,1,1,1,4500,487,527,512 MSa/s,9,2,2,4,12634,1072 1120
matrix_mult,test_11242_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,5080,80,12,16,0,0,1,1,0,0,0,0,406400,960,10,10,0,default,default,default,,,,,,,,,,
matrix_mult,test_11245_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,224,84,20,16,0,0,1,0,1,0,0,0,18816,1680,1,4,0,1,1,1,16093,680,8198,683 MSa/s,40,4,4,8,248892,1280 1280 1280 1280
matrix_mult,test_11247_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint16,3157,88,8,16,0,0,1,0,0,0,0,0,277816,704,2,11,0,1,1,1,47137,885,22986,1373 MSa/s,242,22,22,44,1423422,1024 1088 1024 1088 1024 1088 1024 1088 1024 1088 1024 1088 1024 1088 1024 1088 1024 1088 1024 1088 1024 1088
matrix_mult,test_11248_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint16,cint32,52,100,128,16,0,0,0,1,0,0,0,0,5200,12800,1,1,0,1,1,1,152440,82,87077,95 MSa/s,21,1,1,5,148247,1984
matrix_mult,test_11254_aie2_hw_qor,AIE-ML,matrix_mult,int16,int32,int32,24,120,8,16,0,0,0,1,1,0,0,0,2880,960,5,1,0,1,1,1,711,824,274,875 MSa/s,23,5,5,7,31651,1200 1264 1264 1264 1360
matrix_mult,test_11255_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint16,cint32,8,3648,8,16,0,0,1,0,1,0,0,0,29184,29184,6,1,0,1,1,1,26740,5,6059,13 MSa/s,72,6,6,13,481107,1424 1456 1456 1456 1456 1552
matrix_mult,test_11256_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint16,16656,32,8,16,0,0,0,1,0,0,0,0,532992,256,4,12,0,default,default,default,,,,,,,,,,
matrix_mult,test_11262_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,40,480,632,16,0,0,1,1,1,0,0,0,19200,303360,10,10,0,default,default,default,,,,,,,,,,
matrix_mult,test_11263_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,220,68,468,16,0,0,1,1,0,0,0,0,14960,31824,1,11,0,1,1,1,201755,1523,68543,1877 MSa/s,165,11,11,22,1255749,1136 1136 1136 1136 1136 1136 1136 1136 1136 1136 1136
matrix_mult,test_11268_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint32,2040,168,48,16,0,0,0,1,0,0,0,0,342720,8064,3,15,0,default,default,default,,,,,,,,,,
matrix_mult,test_11270_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,4,28,1008,16,0,0,0,0,0,0,0,0,112,28224,7,1,0,1,1,1,35041,580,8668,581 MSa/s,81,7,7,14,533186,1616 1616 1616 1504 1488 1616 1616
matrix_mult,test_11271_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint32,1000,40,8,16,0,0,0,1,0,0,0,0,40000,320,5,1,0,1,1,1,71115,311,31132,321 MSa/s,61,5,5,11,396208,1232 1408 1408 1408 1488
matrix_mult,test_11272_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint16,cint32,76,608,32,16,0,0,1,0,1,0,0,0,46208,19456,4,2,0,1,1,1,50755,83,25032,121 MSa/s,112,8,8,18,737398,1440 1504 1504 1616 1440 1504 1504 1616
matrix_mult,test_11275_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int16,144,44,204,16,0,0,1,1,1,0,0,0,6336,8976,1,9,0,1,1,1,10591,8175,3816,9622 MSa/s,99,9,9,18,485703,1168 1168 1168 1168 1168 1168 1168 1168 1168
matrix_mult,test_11276_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,42856,48,4,16,0,0,0,0,1,0,0,0,2057088,192,12,11,0,default,default,default,,,,,,,,,,
matrix_mult,test_11279_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int32,11032,24,8,16,0,0,1,0,1,0,0,0,264768,192,3,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_11283_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,42,12,1448,16,0,0,0,0,1,0,0,0,504,17376,3,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_11284_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,14820,4,8,16,0,0,1,1,0,0,0,0,59280,32,1,15,0,1,1,1,69748,4681,15827,9363 MSa/s,270,15,15,30,1937550,1216 1216 1216 1216 1216 1216 1216 1216 1216 1216 1216 1216 1216 1216 1216
matrix_mult,test_11291_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int16,10512,4,24,16,0,0,1,1,0,0,0,0,42048,96,1,12,0,1,1,1,31366,23164,3080,102389 MSa/s,120,12,12,24,703668,1024 1024 1024 1024 1024 1024 1024 1024 1024 1024 1024 1024
matrix_mult,test_11293_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int32,516,12,8,16,0,0,1,0,0,0,0,0,6192,96,1,1,0,1,1,1,8360,1247,3107,1660 MSa/s,13,1,1,3,60367,1056
matrix_mult,test_11294_aie2_hw_qor,AIE-ML,matrix_mult,int16,int32,int32,24,232,24,16,0,0,1,1,1,0,0,0,5568,5568,2,1,0,1,1,1,5872,258,2585,278 MSa/s,14,2,2,4,75796,1232 1392
matrix_mult,test_11295_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,1400,52,160,16,0,0,0,0,0,0,0,0,72800,8320,13,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_11298_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint32,143,12,640,16,0,0,1,1,0,0,0,0,1716,7680,3,13,0,default,default,default,,,,,,,,,,
matrix_mult,test_11299_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,120,44,1020,16,0,0,1,1,0,0,0,0,5280,44880,11,10,0,default,default,default,,,,,,,,,,
matrix_mult,test_11301_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,21,60,1408,16,0,0,0,1,1,0,0,0,1260,84480,15,7,0,default,default,default,,,,,,,,,,
matrix_mult,test_11303_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint16,456,80,24,16,0,0,0,1,0,0,0,0,36480,1920,2,3,0,1,1,1,19374,1304,10102,1354 MSa/s,57,6,6,12,415563,1376 1616 1376 1616 1376 1616
matrix_mult,test_11305_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint16,8371,52,8,16,0,0,1,1,1,0,0,0,435292,416,13,11,0,default,default,default,,,,,,,,,,
matrix_mult,test_11308_aie2_hw_qor,AIE-ML,matrix_mult,int32,int16,int32,2048,68,68,16,0,0,0,0,0,0,0,0,139264,4624,1,16,0,1,1,1,60834,4054,33583,5183 MSa/s,224,16,16,32,1445104,1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184
matrix_mult,test_11311_aie2_hw_qor,AIE-ML,matrix_mult,int32,int32,int32,108,392,48,16,0,0,0,0,1,0,0,0,42336,18816,7,3,0,1,1,1,23936,632,10275,630 MSa/s,141,21,21,39,877575,1280 1280 1376 1232 1280 1280 1280 1280 1280 1376 1232 1280 1280 1280 1280 1280 1376 1232 1280 1280 1280
matrix_mult,test_11312_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint16,2180,104,16,16,0,0,1,0,0,0,0,0,226720,1664,13,5,0,default,default,default,,,,,,,,,,
matrix_mult,test_11316_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int16,44,52,2912,16,0,0,1,0,0,0,0,0,2288,151424,13,11,0,default,default,default,,,,,,,,,,
matrix_mult,test_11317_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint16,cint32,68,528,64,16,0,0,0,1,1,0,0,0,35904,33792,6,1,0,1,1,1,95488,85,52043,104 MSa/s,83,6,6,13,605523,1904 2000 2000 2000 2000 2064
matrix_mult,test_11318_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int32,108,7248,8,16,0,0,1,0,0,0,0,0,782784,57984,12,3,0,default,default,default,,,,,,,,,,
matrix_mult,test_11320_aie2_hw_qor,AIE-ML,matrix_mult,cint32,cint32,cint32,7,64,16,16,0,0,1,1,1,0,0,0,448,1024,1,1,0,1,1,1,6786,45,3052,45 MSa/s,7,1,1,2,27538,1360
matrix_mult,test_11323_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint32,3757,176,16,16,0,0,0,1,0,0,0,0,661232,2816,4,13,0,default,default,default,,,,,,,,,,
matrix_mult,test_11325_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int16,48,24,76,16,0,0,0,1,0,0,0,0,1152,1824,3,2,0,1,1,1,2550,4923,845,5396 MSa/s,28,6,6,8,46898,992 1040 1104 992 1040 1104
matrix_mult,test_11329_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint16,208,8,288,16,0,0,1,1,1,0,0,0,1664,2304,2,8,0,1,1,1,21341,9988,6950,10774 MSa/s,128,16,16,24,675024,1136 1296 1136 1296 1136 1296 1136 1296 1136 1296 1136 1296 1136 1296 1136 1296
matrix_mult,test_11332_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint32,2,2864,16,16,0,0,1,1,1,0,0,0,5728,45824,4,2,0,1,1,1,34074,3,1726,23 MSa/s,72,8,8,18,430420,1008 1040 1040 1104 1008 1040 1040 1104
matrix_mult,test_11334_aie2_hw_qor,AIE-ML,matrix_mult,int16,int32,int32,6780,56,8,16,0,0,0,1,1,0,0,0,379680,448,14,5,0,default,default,default,,,,,,,,,,
matrix_mult,test_11340_aie2_hw_qor,AIE-ML,matrix_mult,int16,int16,int32,2956,8,4,16,0,0,1,0,1,0,0,0,23648,32,2,1,0,1,1,1,43381,739,19223,768 MSa/s,24,2,2,5,146388,896 976
matrix_mult,test_11342_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint32,1696,4,20,16,0,0,1,0,0,0,0,0,6784,80,1,8,0,1,1,1,33850,2955,5845,7254 MSa/s,72,8,8,16,345760,1072 1072 1072 1072 1072 1072 1072 1072
matrix_mult,test_11343_aie2_hw_qor,AIE-ML,matrix_mult,cint16,cint16,cint32,13,20,1360,16,0,0,1,1,1,0,0,0,260,27200,5,13,0,default,default,default,,,,,,,,,,
matrix_mult,test_11347_aie2_hw_qor,AIE-ML,matrix_mult,cint16,int16,cint32,32448,24,4,16,0,0,0,1,1,0,0,0,778752,96,3,16,0,default,default,default,,,,,,,,,,
